"No.","Time","Source","Destination","Protocol","Length","Info"
"67","6.102550930","192.168.1.10","192.168.1.30","TCP","66","54628  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=3349203234 TSecr=62101685"
"68","6.103779636","192.168.1.10","192.168.1.30","CIP CM","134","Unconnected Send: 'LIT301:3' - Service (0x4c)"
"69","6.116649835","192.168.1.30","192.168.1.10","CIP","116","Success: 'LIT301:3' - Service (0x4c)"
"70","6.121458895","192.168.1.10","192.168.1.30","TCP","66","54628  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=3349203253 TSecr=62101699"
"71","6.121988975","192.168.1.30","192.168.1.10","TCP","66","44818  >  54628 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=62101705 TSecr=3349203253"
"72","6.122013918","192.168.1.10","192.168.1.30","TCP","66","54628  >  44818 [ACK] Seq=98 Ack=80 Win=42496 Len=0 TSval=3349203254 TSecr=62101705"
"73","7.241244318","192.168.1.10","192.168.1.30","TCP","74","54636  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=3349204373 TSecr=0 WS=512"
"74","7.241263275","192.168.1.30","192.168.1.10","TCP","74","44818  >  54636 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=62102824 TSecr=3349204373 WS=512"
"75","7.241274356","192.168.1.10","192.168.1.30","TCP","66","54636  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=3349204373 TSecr=62102824"
"76","7.267385983","192.168.1.10","192.168.1.30","ENIP","94","Register Session (Req), Session: 0x00000000"
"77","7.267400422","192.168.1.30","192.168.1.10","TCP","66","44818  >  54636 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=62102850 TSecr=3349204399"
"78","7.270500464","192.168.1.30","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0xEF2B871B"
"79","7.270527448","192.168.1.10","192.168.1.30","TCP","66","54636  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=3349204402 TSecr=62102853"
"80","7.271689118","192.168.1.10","192.168.1.30","CIP CM","134","Unconnected Send: 'LIT301:3' - Service (0x4c)"
"81","7.284000087","192.168.1.30","192.168.1.10","CIP","116","Success: 'LIT301:3' - Service (0x4c)"
"82","7.287206361","192.168.1.10","192.168.1.30","TCP","66","54636  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=3349204419 TSecr=62102867"
"83","7.287683184","192.168.1.30","192.168.1.10","TCP","66","44818  >  54636 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=62102871 TSecr=3349204419"
"84","7.287708235","192.168.1.10","192.168.1.30","TCP","66","54636  >  44818 [ACK] Seq=98 Ack=80 Win=42496 Len=0 TSval=3349204420 TSecr=62102871"
"85","8.455603218","192.168.1.10","192.168.1.30","TCP","74","54640  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=3349205587 TSecr=0 WS=512"
"86","8.455622839","192.168.1.30","192.168.1.10","TCP","74","44818  >  54640 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=62104038 TSecr=3349205587 WS=512"
"87","8.455634583","192.168.1.10","192.168.1.30","TCP","66","54640  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=3349205587 TSecr=62104038"
"88","8.482920895","192.168.1.10","192.168.1.30","ENIP","94","Register Session (Req), Session: 0x00000000"
"89","8.482937024","192.168.1.30","192.168.1.10","TCP","66","44818  >  54640 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=62104066 TSecr=3349205615"
"90","8.486085145","192.168.1.30","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0x2A59645C"
"91","8.486114839","192.168.1.10","192.168.1.30","TCP","66","54640  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=3349205618 TSecr=62104069"
"92","8.487375748","192.168.1.10","192.168.1.30","CIP CM","134","Unconnected Send: 'LIT301:3' - Service (0x4c)"
"93","8.499916135","192.168.1.30","192.168.1.10","CIP","116","Success: 'LIT301:3' - Service (0x4c)"
"94","8.503401468","192.168.1.10","192.168.1.30","TCP","66","54640  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=3349205635 TSecr=62104083"
"95","8.503902298","192.168.1.30","192.168.1.10","TCP","66","44818  >  54640 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=62104087 TSecr=3349205635"
"96","8.503929193","192.168.1.10","192.168.1.30","TCP","66","54640  >  44818 [ACK] Seq=98 Ack=80 Win=42496 Len=0 TSval=3349205636 TSecr=62104087"
"97","9.600407331","192.168.1.10","192.168.1.30","TCP","74","54656  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=3349206732 TSecr=0 WS=512"
"98","9.600426145","192.168.1.30","192.168.1.10","TCP","74","44818  >  54656 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=62105183 TSecr=3349206732 WS=512"
"99","9.600437195","192.168.1.10","192.168.1.30","TCP","66","54656  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=3349206732 TSecr=62105183"
"100","9.627913801","192.168.1.10","192.168.1.30","ENIP","94","Register Session (Req), Session: 0x00000000"
"101","9.627928023","192.168.1.30","192.168.1.10","TCP","66","44818  >  54656 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=62105211 TSecr=3349206760"
"102","9.631041402","192.168.1.30","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0xA9E6485F"
"103","9.631072148","192.168.1.10","192.168.1.30","TCP","66","54656  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=3349206763 TSecr=62105214"
"104","9.632380354","192.168.1.10","192.168.1.30","CIP CM","134","Unconnected Send: 'LIT301:3' - Service (0x4c)"
"105","9.644856034","192.168.1.30","192.168.1.10","CIP","116","Success: 'LIT301:3' - Service (0x4c)"
"106","9.648387397","192.168.1.10","192.168.1.30","TCP","66","54656  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=3349206780 TSecr=62105228"
"107","9.648782811","192.168.1.30","192.168.1.10","TCP","66","44818  >  54656 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=62105232 TSecr=3349206780"
"108","9.648805553","192.168.1.10","192.168.1.30","TCP","66","54656  >  44818 [ACK] Seq=98 Ack=80 Win=42496 Len=0 TSval=3349206781 TSecr=62105232"
"109","10.905209282","192.168.1.10","192.168.1.30","TCP","74","54672  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=3349208037 TSecr=0 WS=512"
"110","10.905228378","192.168.1.30","192.168.1.10","TCP","74","44818  >  54672 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=62106488 TSecr=3349208037 WS=512"
"111","10.905239939","192.168.1.10","192.168.1.30","TCP","66","54672  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=3349208037 TSecr=62106488"
"112","10.933434832","192.168.1.10","192.168.1.30","ENIP","94","Register Session (Req), Session: 0x00000000"
"113","10.933450815","192.168.1.30","192.168.1.10","TCP","66","44818  >  54672 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=62106516 TSecr=3349208065"
"114","10.936572058","192.168.1.30","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0x5FDB4C5B"
"115","10.936601766","192.168.1.10","192.168.1.30","TCP","66","54672  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=3349208068 TSecr=62106519"
"116","10.937877234","192.168.1.10","192.168.1.30","CIP CM","134","Unconnected Send: 'LIT301:3' - Service (0x4c)"
"117","10.951224837","192.168.1.30","192.168.1.10","CIP","116","Success: 'LIT301:3' - Service (0x4c)"
"118","10.955935410","192.168.1.10","192.168.1.30","TCP","66","54672  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=3349208088 TSecr=62106534"
"119","10.956400648","192.168.1.30","192.168.1.10","TCP","66","44818  >  54672 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=62106539 TSecr=3349208088"
"120","10.956424686","192.168.1.10","192.168.1.30","TCP","66","54672  >  44818 [ACK] Seq=98 Ack=80 Win=42496 Len=0 TSval=3349208088 TSecr=62106539"
"121","12.067467669","192.168.1.10","192.168.1.30","TCP","74","39116  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=3349209199 TSecr=0 WS=512"
"122","12.067486581","192.168.1.30","192.168.1.10","TCP","74","44818  >  39116 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=62107650 TSecr=3349209199 WS=512"
"123","12.067498608","192.168.1.10","192.168.1.30","TCP","66","39116  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=3349209199 TSecr=62107650"
"124","12.096039043","192.168.1.10","192.168.1.30","ENIP","94","Register Session (Req), Session: 0x00000000"
"125","12.096054776","192.168.1.30","192.168.1.10","TCP","66","44818  >  39116 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=62107679 TSecr=3349209228"
"126","12.099293917","192.168.1.30","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0x8512AC23"
"127","12.099325946","192.168.1.10","192.168.1.30","TCP","66","39116  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=3349209231 TSecr=62107682"
"128","12.100572323","192.168.1.10","192.168.1.30","CIP CM","134","Unconnected Send: 'LIT301:3' - Service (0x4c)"
"129","12.112582357","192.168.1.30","192.168.1.10","CIP","116","Success: 'LIT301:3' - Service (0x4c)"
"130","12.116868654","192.168.1.10","192.168.1.30","TCP","66","39116  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=3349209249 TSecr=62107695"
"131","12.117338974","192.168.1.30","192.168.1.10","TCP","66","44818  >  39116 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=62107700 TSecr=3349209249"
"132","12.117364071","192.168.1.10","192.168.1.30","TCP","66","39116  >  44818 [ACK] Seq=98 Ack=80 Win=42496 Len=0 TSval=3349209249 TSecr=62107700"
"133","13.439387718","192.168.1.10","192.168.1.30","TCP","74","39132  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=3349210571 TSecr=0 WS=512"
"134","13.439406551","192.168.1.30","192.168.1.10","TCP","74","44818  >  39132 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=62109022 TSecr=3349210571 WS=512"
"135","13.439417146","192.168.1.10","192.168.1.30","TCP","66","39132  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=3349210571 TSecr=62109022"
"136","13.466430958","192.168.1.10","192.168.1.30","ENIP","94","Register Session (Req), Session: 0x00000000"
"137","13.466444738","192.168.1.30","192.168.1.10","TCP","66","44818  >  39132 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=62109049 TSecr=3349210598"
"138","13.469525850","192.168.1.30","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0x686183AC"
"139","13.469552661","192.168.1.10","192.168.1.30","TCP","66","39132  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=3349210601 TSecr=62109052"
"140","13.470737957","192.168.1.10","192.168.1.30","CIP CM","134","Unconnected Send: 'LIT301:3' - Service (0x4c)"
"141","13.484081820","192.168.1.30","192.168.1.10","CIP","116","Success: 'LIT301:3' - Service (0x4c)"
"142","13.488030923","192.168.1.10","192.168.1.30","TCP","66","39132  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=3349210620 TSecr=62109067"
"143","13.488457679","192.168.1.30","192.168.1.10","TCP","66","44818  >  39132 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=62109071 TSecr=3349210620"
"144","13.488481872","192.168.1.10","192.168.1.30","TCP","66","39132  >  44818 [ACK] Seq=98 Ack=80 Win=42496 Len=0 TSval=3349210620 TSecr=62109071"
"145","14.583166038","192.168.1.10","192.168.1.30","TCP","74","39148  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=3349211715 TSecr=0 WS=512"
"146","14.583185023","192.168.1.30","192.168.1.10","TCP","74","44818  >  39148 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=62110166 TSecr=3349211715 WS=512"
"147","14.583197074","192.168.1.10","192.168.1.30","TCP","66","39148  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=3349211715 TSecr=62110166"
"148","14.610180459","192.168.1.10","192.168.1.30","ENIP","94","Register Session (Req), Session: 0x00000000"
"149","14.610195625","192.168.1.30","192.168.1.10","TCP","66","44818  >  39148 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=62110193 TSecr=3349211742"
"150","14.613063609","192.168.1.30","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0x973AE4D9"
"151","14.613088597","192.168.1.10","192.168.1.30","TCP","66","39148  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=3349211745 TSecr=62110196"
"152","14.614312271","192.168.1.10","192.168.1.30","CIP CM","134","Unconnected Send: 'LIT301:3' - Service (0x4c)"
"153","14.625393731","192.168.1.30","192.168.1.10","CIP","116","Success: 'LIT301:3' - Service (0x4c)"
"154","14.628821637","192.168.1.10","192.168.1.30","TCP","66","39148  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=3349211761 TSecr=62110208"
"155","14.629286498","192.168.1.30","192.168.1.10","TCP","66","44818  >  39148 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=62110212 TSecr=3349211761"
"156","14.629311983","192.168.1.10","192.168.1.30","TCP","66","39148  >  44818 [ACK] Seq=98 Ack=80 Win=42496 Len=0 TSval=3349211761 TSecr=62110212"
"157","16.022438527","192.168.1.10","192.168.1.30","TCP","74","39160  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=3349213154 TSecr=0 WS=512"
"158","16.022457812","192.168.1.30","192.168.1.10","TCP","74","44818  >  39160 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=62111605 TSecr=3349213154 WS=512"
"159","16.022469203","192.168.1.10","192.168.1.30","TCP","66","39160  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=3349213154 TSecr=62111605"
"160","16.049180061","192.168.1.10","192.168.1.30","ENIP","94","Register Session (Req), Session: 0x00000000"
"161","16.049195725","192.168.1.30","192.168.1.10","TCP","66","44818  >  39160 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=62111632 TSecr=3349213181"
"162","16.052239380","192.168.1.30","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0x84B49B0A"
"163","16.052265556","192.168.1.10","192.168.1.30","TCP","66","39160  >  44818 [ACK] Seq=29 Ack=29 Win=42496 Len=0 TSval=3349213184 TSecr=62111635"
"164","16.053422973","192.168.1.10","192.168.1.30","CIP CM","134","Unconnected Send: 'LIT301:3' - Service (0x4c)"
"165","16.066090426","192.168.1.30","192.168.1.10","CIP","116","Success: 'LIT301:3' - Service (0x4c)"
"166","16.069719740","192.168.1.10","192.168.1.30","TCP","66","39160  >  44818 [FIN, ACK] Seq=97 Ack=79 Win=42496 Len=0 TSval=3349213202 TSecr=62111649"
"167","16.070160220","192.168.1.30","192.168.1.10","TCP","66","44818  >  39160 [FIN, ACK] Seq=79 Ack=98 Win=43520 Len=0 TSval=62111653 TSecr=3349213202"
"168","16.070183707","192.168.1.10","192.168.1.30","TCP","66","39160  >  44818 [ACK] Seq=98 Ack=80 Win=42496 Len=0 TSval=3349213202 TSecr=62111653"
"169","17.483393924","192.168.1.10","192.168.1.30","TCP","74","39164  >  44818 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=3349214615 TSecr=0 WS=512"
"170","17.483413233","192.168.1.30","192.168.1.10","TCP","74","44818  >  39164 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=62113066 TSecr=3349214615 WS=512"
"171","17.483424708","192.168.1.10","192.168.1.30","TCP","66","39164  >  44818 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=3349214615 TSecr=62113066"
"172","17.511821849","192.168.1.10","192.168.1.30","ENIP","94","Register Session (Req), Session: 0x00000000"
"173","17.511836915","192.168.1.30","192.168.1.10","TCP","66","44818  >  39164 [ACK] Seq=1 Ack=29 Win=43520 Len=0 TSval=62113095 TSecr=3349214644"
"174","17.514898433","192.168.1.30","192.168.1.10","ENIP","94","Register Session (Rsp), Session: 0x8FAFE7DB"
