Interface,No.,Time,Source,Destination,Protocol,Length,Info
s1-eth1,371,2024-09-05 02:00:52.547,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,371,2024-09-05 02:00:52.547,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,372,2024-09-05 02:00:52.547,192.168.1.10,192.168.1.30,TCP,66,57448 → 44818 0x0010
s1-eth2,372,2024-09-05 02:00:52.547,192.168.1.10,192.168.1.30,TCP,66,57448 → 44818 0x0010
s1-eth3,372,2024-09-05 02:00:52.547,192.168.1.10,192.168.1.30,TCP,66,57448 → 44818 0x0010
s1-eth1,373,2024-09-05 02:00:52.548,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth2,373,2024-09-05 02:00:52.548,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,373,2024-09-05 02:00:52.548,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth1,374,2024-09-05 02:00:52.562,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth3,374,2024-09-05 02:00:52.562,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,374,2024-09-05 02:00:52.562,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,375,2024-09-05 02:00:52.566,192.168.1.10,192.168.1.30,TCP,66,57448 → 44818 0x0011
s1-eth2,375,2024-09-05 02:00:52.566,192.168.1.10,192.168.1.30,TCP,66,57448 → 44818 0x0011
s1-eth3,375,2024-09-05 02:00:52.566,192.168.1.10,192.168.1.30,TCP,66,57448 → 44818 0x0011
s1-eth3,376,2024-09-05 02:00:52.567,192.168.1.30,192.168.1.10,TCP,66,44818 → 57448 0x0011
s1-eth1,376,2024-09-05 02:00:52.567,192.168.1.30,192.168.1.10,TCP,66,44818 → 57448 0x0011
s1-eth2,376,2024-09-05 02:00:52.567,192.168.1.30,192.168.1.10,TCP,66,44818 → 57448 0x0011
s1-eth1,377,2024-09-05 02:00:52.567,192.168.1.10,192.168.1.30,TCP,66,57448 → 44818 0x0010
s1-eth2,377,2024-09-05 02:00:52.567,192.168.1.10,192.168.1.30,TCP,66,57448 → 44818 0x0010
s1-eth3,377,2024-09-05 02:00:52.567,192.168.1.10,192.168.1.30,TCP,66,57448 → 44818 0x0010
s1-eth2,378,2024-09-05 02:00:54.018,192.168.1.10,192.168.1.20,TCP,74,34312 → 44818 0x0002
s1-eth2,379,2024-09-05 02:00:54.018,192.168.1.20,192.168.1.10,TCP,74,44818 → 34312 0x0012
s1-eth1,378,2024-09-05 02:00:54.018,192.168.1.10,192.168.1.20,TCP,74,34312 → 44818 0x0002
s1-eth2,380,2024-09-05 02:00:54.018,192.168.1.10,192.168.1.20,TCP,66,34312 → 44818 0x0010
s1-eth1,379,2024-09-05 02:00:54.018,192.168.1.20,192.168.1.10,TCP,74,44818 → 34312 0x0012
s1-eth1,380,2024-09-05 02:00:54.018,192.168.1.10,192.168.1.20,TCP,66,34312 → 44818 0x0010
s1-eth1,381,2024-09-05 02:00:54.044,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,381,2024-09-05 02:00:54.044,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth1,382,2024-09-05 02:00:54.044,192.168.1.20,192.168.1.10,TCP,66,44818 → 34312 0x0010
s1-eth3,378,2024-09-05 02:00:54.018,192.168.1.10,192.168.1.20,TCP,74,34312 → 44818 0x0002
s1-eth3,379,2024-09-05 02:00:54.018,192.168.1.20,192.168.1.10,TCP,74,44818 → 34312 0x0012
s1-eth3,380,2024-09-05 02:00:54.018,192.168.1.10,192.168.1.20,TCP,66,34312 → 44818 0x0010
s1-eth3,381,2024-09-05 02:00:54.044,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,382,2024-09-05 02:00:54.044,192.168.1.20,192.168.1.10,TCP,66,44818 → 34312 0x0010
s1-eth2,383,2024-09-05 02:00:54.047,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,383,2024-09-05 02:00:54.047,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,384,2024-09-05 02:00:54.047,192.168.1.10,192.168.1.20,TCP,66,34312 → 44818 0x0010
s1-eth2,384,2024-09-05 02:00:54.047,192.168.1.10,192.168.1.20,TCP,66,34312 → 44818 0x0010
s1-eth2,385,2024-09-05 02:00:54.049,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth3,382,2024-09-05 02:00:54.044,192.168.1.20,192.168.1.10,TCP,66,44818 → 34312 0x0010
s1-eth3,383,2024-09-05 02:00:54.047,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,384,2024-09-05 02:00:54.047,192.168.1.10,192.168.1.20,TCP,66,34312 → 44818 0x0010
s1-eth1,385,2024-09-05 02:00:54.049,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth3,385,2024-09-05 02:00:54.049,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,386,2024-09-05 02:00:54.062,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,386,2024-09-05 02:00:54.062,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,387,2024-09-05 02:00:54.066,192.168.1.10,192.168.1.20,TCP,66,34312 → 44818 0x0011
s1-eth2,388,2024-09-05 02:00:54.066,192.168.1.20,192.168.1.10,TCP,66,44818 → 34312 0x0011
s1-eth3,386,2024-09-05 02:00:54.062,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,387,2024-09-05 02:00:54.066,192.168.1.10,192.168.1.20,TCP,66,34312 → 44818 0x0011
s1-eth3,387,2024-09-05 02:00:54.066,192.168.1.10,192.168.1.20,TCP,66,34312 → 44818 0x0011
s1-eth1,388,2024-09-05 02:00:54.066,192.168.1.20,192.168.1.10,TCP,66,44818 → 34312 0x0011
s1-eth3,388,2024-09-05 02:00:54.066,192.168.1.20,192.168.1.10,TCP,66,44818 → 34312 0x0011
s1-eth1,389,2024-09-05 02:00:54.066,192.168.1.10,192.168.1.20,TCP,66,34312 → 44818 0x0010
s1-eth2,389,2024-09-05 02:00:54.066,192.168.1.10,192.168.1.20,TCP,66,34312 → 44818 0x0010
s1-eth3,389,2024-09-05 02:00:54.066,192.168.1.10,192.168.1.20,TCP,66,34312 → 44818 0x0010
s1-eth1,390,2024-09-05 02:00:54.298,192.168.1.10,192.168.1.30,TCP,74,57456 → 44818 0x0002
s1-eth2,390,2024-09-05 02:00:54.298,192.168.1.10,192.168.1.30,TCP,74,57456 → 44818 0x0002
s1-eth3,390,2024-09-05 02:00:54.298,192.168.1.10,192.168.1.30,TCP,74,57456 → 44818 0x0002
s1-eth3,391,2024-09-05 02:00:54.298,192.168.1.30,192.168.1.10,TCP,74,44818 → 57456 0x0012
s1-eth1,391,2024-09-05 02:00:54.298,192.168.1.30,192.168.1.10,TCP,74,44818 → 57456 0x0012
s1-eth2,391,2024-09-05 02:00:54.298,192.168.1.30,192.168.1.10,TCP,74,44818 → 57456 0x0012
s1-eth1,392,2024-09-05 02:00:54.298,192.168.1.10,192.168.1.30,TCP,66,57456 → 44818 0x0010
s1-eth2,392,2024-09-05 02:00:54.298,192.168.1.10,192.168.1.30,TCP,66,57456 → 44818 0x0010
s1-eth3,392,2024-09-05 02:00:54.298,192.168.1.10,192.168.1.30,TCP,66,57456 → 44818 0x0010
s1-eth3,393,2024-09-05 02:00:54.325,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth3,394,2024-09-05 02:00:54.325,192.168.1.30,192.168.1.10,TCP,66,44818 → 57456 0x0010
s1-eth2,393,2024-09-05 02:00:54.325,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth1,393,2024-09-05 02:00:54.325,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth1,394,2024-09-05 02:00:54.325,192.168.1.30,192.168.1.10,TCP,66,44818 → 57456 0x0010
s1-eth2,394,2024-09-05 02:00:54.325,192.168.1.30,192.168.1.10,TCP,66,44818 → 57456 0x0010
s1-eth3,395,2024-09-05 02:00:54.329,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,395,2024-09-05 02:00:54.329,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,395,2024-09-05 02:00:54.329,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,396,2024-09-05 02:00:54.329,192.168.1.10,192.168.1.30,TCP,66,57456 → 44818 0x0010
s1-eth2,396,2024-09-05 02:00:54.329,192.168.1.10,192.168.1.30,TCP,66,57456 → 44818 0x0010
s1-eth3,396,2024-09-05 02:00:54.329,192.168.1.10,192.168.1.30,TCP,66,57456 → 44818 0x0010
s1-eth1,397,2024-09-05 02:00:54.330,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth2,397,2024-09-05 02:00:54.330,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,397,2024-09-05 02:00:54.330,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,398,2024-09-05 02:00:54.343,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,398,2024-09-05 02:00:54.343,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,398,2024-09-05 02:00:54.343,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,399,2024-09-05 02:00:54.348,192.168.1.10,192.168.1.30,TCP,66,57456 → 44818 0x0011
s1-eth2,399,2024-09-05 02:00:54.348,192.168.1.10,192.168.1.30,TCP,66,57456 → 44818 0x0011
s1-eth3,399,2024-09-05 02:00:54.348,192.168.1.10,192.168.1.30,TCP,66,57456 → 44818 0x0011
s1-eth3,400,2024-09-05 02:00:54.348,192.168.1.30,192.168.1.10,TCP,66,44818 → 57456 0x0011
s1-eth1,400,2024-09-05 02:00:54.348,192.168.1.30,192.168.1.10,TCP,66,44818 → 57456 0x0011
s1-eth1,401,2024-09-05 02:00:54.348,192.168.1.10,192.168.1.30,TCP,66,57456 → 44818 0x0010
s1-eth2,400,2024-09-05 02:00:54.348,192.168.1.30,192.168.1.10,TCP,66,44818 → 57456 0x0011
s1-eth2,401,2024-09-05 02:00:54.348,192.168.1.10,192.168.1.30,TCP,66,57456 → 44818 0x0010
s1-eth3,401,2024-09-05 02:00:54.348,192.168.1.10,192.168.1.30,TCP,66,57456 → 44818 0x0010
s1-eth2,402,2024-09-05 02:00:55.185,192.168.1.10,192.168.1.20,TCP,74,41020 → 44818 0x0002
s1-eth1,402,2024-09-05 02:00:55.185,192.168.1.10,192.168.1.20,TCP,74,41020 → 44818 0x0002
s1-eth2,403,2024-09-05 02:00:55.185,192.168.1.20,192.168.1.10,TCP,74,44818 → 41020 0x0012
s1-eth2,404,2024-09-05 02:00:55.185,192.168.1.10,192.168.1.20,TCP,66,41020 → 44818 0x0010
s1-eth1,403,2024-09-05 02:00:55.185,192.168.1.20,192.168.1.10,TCP,74,44818 → 41020 0x0012
s1-eth3,402,2024-09-05 02:00:55.185,192.168.1.10,192.168.1.20,TCP,74,41020 → 44818 0x0002
s1-eth1,404,2024-09-05 02:00:55.185,192.168.1.10,192.168.1.20,TCP,66,41020 → 44818 0x0010
s1-eth3,403,2024-09-05 02:00:55.185,192.168.1.20,192.168.1.10,TCP,74,44818 → 41020 0x0012
s1-eth3,404,2024-09-05 02:00:55.185,192.168.1.10,192.168.1.20,TCP,66,41020 → 44818 0x0010
s1-eth1,405,2024-09-05 02:00:55.213,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,405,2024-09-05 02:00:55.213,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,406,2024-09-05 02:00:55.213,192.168.1.20,192.168.1.10,TCP,66,44818 → 41020 0x0010
s1-eth1,406,2024-09-05 02:00:55.213,192.168.1.20,192.168.1.10,TCP,66,44818 → 41020 0x0010
s1-eth2,407,2024-09-05 02:00:55.216,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,407,2024-09-05 02:00:55.216,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,408,2024-09-05 02:00:55.216,192.168.1.10,192.168.1.20,TCP,66,41020 → 44818 0x0010
s1-eth1,409,2024-09-05 02:00:55.217,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth3,405,2024-09-05 02:00:55.213,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth3,406,2024-09-05 02:00:55.213,192.168.1.20,192.168.1.10,TCP,66,44818 → 41020 0x0010
s1-eth3,407,2024-09-05 02:00:55.216,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,408,2024-09-05 02:00:55.216,192.168.1.10,192.168.1.20,TCP,66,41020 → 44818 0x0010
s1-eth3,408,2024-09-05 02:00:55.216,192.168.1.10,192.168.1.20,TCP,66,41020 → 44818 0x0010
s1-eth2,409,2024-09-05 02:00:55.217,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,410,2024-09-05 02:00:55.230,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,410,2024-09-05 02:00:55.230,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,411,2024-09-05 02:00:55.233,192.168.1.10,192.168.1.20,TCP,66,41020 → 44818 0x0011
s1-eth1,412,2024-09-05 02:00:55.233,192.168.1.20,192.168.1.10,TCP,66,44818 → 41020 0x0011
s1-eth3,409,2024-09-05 02:00:55.217,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,411,2024-09-05 02:00:55.233,192.168.1.10,192.168.1.20,TCP,66,41020 → 44818 0x0011
s1-eth1,413,2024-09-05 02:00:55.233,192.168.1.10,192.168.1.20,TCP,66,41020 → 44818 0x0010
s1-eth3,410,2024-09-05 02:00:55.230,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,412,2024-09-05 02:00:55.233,192.168.1.20,192.168.1.10,TCP,66,44818 → 41020 0x0011
s1-eth2,413,2024-09-05 02:00:55.233,192.168.1.10,192.168.1.20,TCP,66,41020 → 44818 0x0010
s1-eth3,411,2024-09-05 02:00:55.233,192.168.1.10,192.168.1.20,TCP,66,41020 → 44818 0x0011
s1-eth3,412,2024-09-05 02:00:55.233,192.168.1.20,192.168.1.10,TCP,66,44818 → 41020 0x0011
s1-eth3,413,2024-09-05 02:00:55.233,192.168.1.10,192.168.1.20,TCP,66,41020 → 44818 0x0010
s1-eth2,414,2024-09-05 02:00:55.445,192.168.1.10,192.168.1.30,TCP,74,45626 → 44818 0x0002
s1-eth1,414,2024-09-05 02:00:55.445,192.168.1.10,192.168.1.30,TCP,74,45626 → 44818 0x0002
s1-eth3,414,2024-09-05 02:00:55.445,192.168.1.10,192.168.1.30,TCP,74,45626 → 44818 0x0002
s1-eth1,415,2024-09-05 02:00:55.445,192.168.1.30,192.168.1.10,TCP,74,44818 → 45626 0x0012
s1-eth2,415,2024-09-05 02:00:55.445,192.168.1.30,192.168.1.10,TCP,74,44818 → 45626 0x0012
s1-eth1,416,2024-09-05 02:00:55.445,192.168.1.10,192.168.1.30,TCP,66,45626 → 44818 0x0010
s1-eth2,416,2024-09-05 02:00:55.445,192.168.1.10,192.168.1.30,TCP,66,45626 → 44818 0x0010
s1-eth2,417,2024-09-05 02:00:55.470,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth3,415,2024-09-05 02:00:55.445,192.168.1.30,192.168.1.10,TCP,74,44818 → 45626 0x0012
s1-eth1,417,2024-09-05 02:00:55.470,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth2,418,2024-09-05 02:00:55.470,192.168.1.30,192.168.1.10,TCP,66,44818 → 45626 0x0010
s1-eth3,416,2024-09-05 02:00:55.445,192.168.1.10,192.168.1.30,TCP,66,45626 → 44818 0x0010
s1-eth3,417,2024-09-05 02:00:55.470,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth1,418,2024-09-05 02:00:55.470,192.168.1.30,192.168.1.10,TCP,66,44818 → 45626 0x0010
s1-eth1,419,2024-09-05 02:00:55.473,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,419,2024-09-05 02:00:55.473,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,420,2024-09-05 02:00:55.473,192.168.1.10,192.168.1.30,TCP,66,45626 → 44818 0x0010
s1-eth2,420,2024-09-05 02:00:55.473,192.168.1.10,192.168.1.30,TCP,66,45626 → 44818 0x0010
s1-eth1,421,2024-09-05 02:00:55.475,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth2,421,2024-09-05 02:00:55.475,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth1,422,2024-09-05 02:00:55.488,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth3,418,2024-09-05 02:00:55.470,192.168.1.30,192.168.1.10,TCP,66,44818 → 45626 0x0010
s1-eth3,419,2024-09-05 02:00:55.473,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,420,2024-09-05 02:00:55.473,192.168.1.10,192.168.1.30,TCP,66,45626 → 44818 0x0010
s1-eth3,421,2024-09-05 02:00:55.475,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth2,422,2024-09-05 02:00:55.488,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,423,2024-09-05 02:00:55.492,192.168.1.10,192.168.1.30,TCP,66,45626 → 44818 0x0011
s1-eth2,423,2024-09-05 02:00:55.492,192.168.1.10,192.168.1.30,TCP,66,45626 → 44818 0x0011
s1-eth1,424,2024-09-05 02:00:55.493,192.168.1.30,192.168.1.10,TCP,66,44818 → 45626 0x0011
s1-eth2,424,2024-09-05 02:00:55.493,192.168.1.30,192.168.1.10,TCP,66,44818 → 45626 0x0011
s1-eth1,425,2024-09-05 02:00:55.493,192.168.1.10,192.168.1.30,TCP,66,45626 → 44818 0x0010
s1-eth3,422,2024-09-05 02:00:55.488,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth3,423,2024-09-05 02:00:55.492,192.168.1.10,192.168.1.30,TCP,66,45626 → 44818 0x0011
s1-eth3,424,2024-09-05 02:00:55.493,192.168.1.30,192.168.1.10,TCP,66,44818 → 45626 0x0011
s1-eth2,425,2024-09-05 02:00:55.493,192.168.1.10,192.168.1.30,TCP,66,45626 → 44818 0x0010
s1-eth3,425,2024-09-05 02:00:55.493,192.168.1.10,192.168.1.30,TCP,66,45626 → 44818 0x0010
s1-eth2,426,2024-09-05 02:00:56.323,192.168.1.10,192.168.1.20,TCP,74,41032 → 44818 0x0002
s1-eth1,426,2024-09-05 02:00:56.323,192.168.1.10,192.168.1.20,TCP,74,41032 → 44818 0x0002
s1-eth2,427,2024-09-05 02:00:56.323,192.168.1.20,192.168.1.10,TCP,74,44818 → 41032 0x0012
s1-eth1,427,2024-09-05 02:00:56.323,192.168.1.20,192.168.1.10,TCP,74,44818 → 41032 0x0012
s1-eth2,428,2024-09-05 02:00:56.323,192.168.1.10,192.168.1.20,TCP,66,41032 → 44818 0x0010
s1-eth3,426,2024-09-05 02:00:56.323,192.168.1.10,192.168.1.20,TCP,74,41032 → 44818 0x0002
s1-eth3,427,2024-09-05 02:00:56.323,192.168.1.20,192.168.1.10,TCP,74,44818 → 41032 0x0012
s1-eth1,428,2024-09-05 02:00:56.323,192.168.1.10,192.168.1.20,TCP,66,41032 → 44818 0x0010
s1-eth3,428,2024-09-05 02:00:56.323,192.168.1.10,192.168.1.20,TCP,66,41032 → 44818 0x0010
s1-eth1,429,2024-09-05 02:00:56.349,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,429,2024-09-05 02:00:56.349,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,430,2024-09-05 02:00:56.349,192.168.1.20,192.168.1.10,TCP,66,44818 → 41032 0x0010
s1-eth1,430,2024-09-05 02:00:56.349,192.168.1.20,192.168.1.10,TCP,66,44818 → 41032 0x0010
s1-eth2,431,2024-09-05 02:00:56.352,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,429,2024-09-05 02:00:56.349,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth3,430,2024-09-05 02:00:56.349,192.168.1.20,192.168.1.10,TCP,66,44818 → 41032 0x0010
s1-eth1,431,2024-09-05 02:00:56.352,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,431,2024-09-05 02:00:56.352,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,432,2024-09-05 02:00:56.352,192.168.1.10,192.168.1.20,TCP,66,41032 → 44818 0x0010
s1-eth2,432,2024-09-05 02:00:56.352,192.168.1.10,192.168.1.20,TCP,66,41032 → 44818 0x0010
s1-eth3,432,2024-09-05 02:00:56.352,192.168.1.10,192.168.1.20,TCP,66,41032 → 44818 0x0010
s1-eth1,433,2024-09-05 02:00:56.353,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,433,2024-09-05 02:00:56.353,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth3,433,2024-09-05 02:00:56.353,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth1,434,2024-09-05 02:00:56.366,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth3,434,2024-09-05 02:00:56.366,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth3,435,2024-09-05 02:00:56.370,192.168.1.10,192.168.1.20,TCP,66,41032 → 44818 0x0011
s1-eth3,436,2024-09-05 02:00:56.370,192.168.1.20,192.168.1.10,TCP,66,44818 → 41032 0x0011
s1-eth3,437,2024-09-05 02:00:56.370,192.168.1.10,192.168.1.20,TCP,66,41032 → 44818 0x0010
s1-eth2,434,2024-09-05 02:00:56.366,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,435,2024-09-05 02:00:56.370,192.168.1.10,192.168.1.20,TCP,66,41032 → 44818 0x0011
s1-eth2,436,2024-09-05 02:00:56.370,192.168.1.20,192.168.1.10,TCP,66,44818 → 41032 0x0011
s1-eth1,435,2024-09-05 02:00:56.370,192.168.1.10,192.168.1.20,TCP,66,41032 → 44818 0x0011
s1-eth3,438,2024-09-05 02:00:56.580,192.168.1.10,192.168.1.30,TCP,74,45632 → 44818 0x0002
s1-eth2,437,2024-09-05 02:00:56.370,192.168.1.10,192.168.1.20,TCP,66,41032 → 44818 0x0010
s1-eth1,436,2024-09-05 02:00:56.370,192.168.1.20,192.168.1.10,TCP,66,44818 → 41032 0x0011
s1-eth1,437,2024-09-05 02:00:56.370,192.168.1.10,192.168.1.20,TCP,66,41032 → 44818 0x0010
s1-eth1,438,2024-09-05 02:00:56.580,192.168.1.10,192.168.1.30,TCP,74,45632 → 44818 0x0002
s1-eth2,438,2024-09-05 02:00:56.580,192.168.1.10,192.168.1.30,TCP,74,45632 → 44818 0x0002
s1-eth3,439,2024-09-05 02:00:56.581,192.168.1.30,192.168.1.10,TCP,74,44818 → 45632 0x0012
s1-eth2,439,2024-09-05 02:00:56.581,192.168.1.30,192.168.1.10,TCP,74,44818 → 45632 0x0012
s1-eth3,440,2024-09-05 02:00:56.581,192.168.1.10,192.168.1.30,TCP,66,45632 → 44818 0x0010
s1-eth2,440,2024-09-05 02:00:56.581,192.168.1.10,192.168.1.30,TCP,66,45632 → 44818 0x0010
s1-eth1,439,2024-09-05 02:00:56.581,192.168.1.30,192.168.1.10,TCP,74,44818 → 45632 0x0012
s1-eth2,441,2024-09-05 02:00:56.607,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth1,440,2024-09-05 02:00:56.581,192.168.1.10,192.168.1.30,TCP,66,45632 → 44818 0x0010
s1-eth1,441,2024-09-05 02:00:56.607,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth3,441,2024-09-05 02:00:56.607,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth3,442,2024-09-05 02:00:56.607,192.168.1.30,192.168.1.10,TCP,66,44818 → 45632 0x0010
s1-eth2,442,2024-09-05 02:00:56.607,192.168.1.30,192.168.1.10,TCP,66,44818 → 45632 0x0010
s1-eth1,442,2024-09-05 02:00:56.607,192.168.1.30,192.168.1.10,TCP,66,44818 → 45632 0x0010
s1-eth3,443,2024-09-05 02:00:56.610,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,443,2024-09-05 02:00:56.610,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,444,2024-09-05 02:00:56.610,192.168.1.10,192.168.1.30,TCP,66,45632 → 44818 0x0010
s1-eth3,444,2024-09-05 02:00:56.610,192.168.1.10,192.168.1.30,TCP,66,45632 → 44818 0x0010
s1-eth1,443,2024-09-05 02:00:56.610,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,444,2024-09-05 02:00:56.610,192.168.1.10,192.168.1.30,TCP,66,45632 → 44818 0x0010
s1-eth1,445,2024-09-05 02:00:56.612,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth2,445,2024-09-05 02:00:56.612,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,445,2024-09-05 02:00:56.612,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,446,2024-09-05 02:00:56.626,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,446,2024-09-05 02:00:56.626,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,447,2024-09-05 02:00:56.631,192.168.1.10,192.168.1.30,TCP,66,45632 → 44818 0x0011
s1-eth3,447,2024-09-05 02:00:56.631,192.168.1.10,192.168.1.30,TCP,66,45632 → 44818 0x0011
s1-eth3,448,2024-09-05 02:00:56.632,192.168.1.30,192.168.1.10,TCP,66,44818 → 45632 0x0011
s1-eth1,446,2024-09-05 02:00:56.626,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,447,2024-09-05 02:00:56.631,192.168.1.10,192.168.1.30,TCP,66,45632 → 44818 0x0011
s1-eth1,448,2024-09-05 02:00:56.632,192.168.1.30,192.168.1.10,TCP,66,44818 → 45632 0x0011
s1-eth2,448,2024-09-05 02:00:56.632,192.168.1.30,192.168.1.10,TCP,66,44818 → 45632 0x0011
s1-eth2,449,2024-09-05 02:00:56.632,192.168.1.10,192.168.1.30,TCP,66,45632 → 44818 0x0010
s1-eth3,449,2024-09-05 02:00:56.632,192.168.1.10,192.168.1.30,TCP,66,45632 → 44818 0x0010
s1-eth1,449,2024-09-05 02:00:56.632,192.168.1.10,192.168.1.30,TCP,66,45632 → 44818 0x0010
s1-eth2,450,2024-09-05 02:00:57.476,192.168.1.10,192.168.1.20,TCP,74,41046 → 44818 0x0002
s1-eth2,451,2024-09-05 02:00:57.476,192.168.1.20,192.168.1.10,TCP,74,44818 → 41046 0x0012
s1-eth1,450,2024-09-05 02:00:57.476,192.168.1.10,192.168.1.20,TCP,74,41046 → 44818 0x0002
s1-eth3,450,2024-09-05 02:00:57.476,192.168.1.10,192.168.1.20,TCP,74,41046 → 44818 0x0002
