Interface,No.,Time,Source,Destination,Protocol,Length,Info
s1-eth2,1678,2024-09-05 02:01:11.798,58.20.75.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1662,2024-09-05 02:01:11.798,77.177.198.212,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1662,2024-09-05 02:01:11.798,179.70.33.134,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1663,2024-09-05 02:01:11.798,179.70.33.134,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1663,2024-09-05 02:01:11.798,197.207.189.61,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1664,2024-09-05 02:01:11.798,197.207.189.61,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1664,2024-09-05 02:01:11.798,54.220.207.251,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1665,2024-09-05 02:01:11.798,54.220.207.251,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1665,2024-09-05 02:01:11.798,171.254.77.247,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1679,2024-09-05 02:01:11.798,117.101.83.173,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1680,2024-09-05 02:01:11.798,140.189.53.242,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1666,2024-09-05 02:01:11.798,171.254.77.247,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1666,2024-09-05 02:01:11.798,229.165.251.229,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1667,2024-09-05 02:01:11.798,229.165.251.229,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1667,2024-09-05 02:01:11.798,71.75.15.58,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1668,2024-09-05 02:01:11.798,28.58.92.196,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1681,2024-09-05 02:01:11.798,11.189.185.251,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1682,2024-09-05 02:01:11.799,99.93.26.189,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1683,2024-09-05 02:01:11.799,19.200.115.101,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1684,2024-09-05 02:01:11.799,3.28.209.253,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1685,2024-09-05 02:01:11.799,163.145.188.20,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1668,2024-09-05 02:01:11.798,71.75.15.58,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1669,2024-09-05 02:01:11.798,28.58.92.196,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1669,2024-09-05 02:01:11.798,202.93.98.175,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1670,2024-09-05 02:01:11.798,202.93.98.175,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1670,2024-09-05 02:01:11.798,254.119.161.198,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1671,2024-09-05 02:01:11.798,254.119.161.198,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1671,2024-09-05 02:01:11.798,77.89.80.16,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1672,2024-09-05 02:01:11.798,77.89.80.16,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1672,2024-09-05 02:01:11.798,99.107.196.151,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1673,2024-09-05 02:01:11.798,222.252.47.200,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1673,2024-09-05 02:01:11.798,99.107.196.151,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1674,2024-09-05 02:01:11.798,222.252.47.200,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1674,2024-09-05 02:01:11.798,246.112.172.170,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1675,2024-09-05 02:01:11.798,246.112.172.170,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1675,2024-09-05 02:01:11.798,77.210.100.189,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1676,2024-09-05 02:01:11.798,77.210.100.189,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1686,2024-09-05 02:01:11.799,119.175.2.129,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1687,2024-09-05 02:01:11.799,200.99.91.247,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1688,2024-09-05 02:01:11.799,71.188.152.40,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1689,2024-09-05 02:01:11.799,111.254.153.249,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1676,2024-09-05 02:01:11.798,58.20.179.68,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1677,2024-09-05 02:01:11.798,58.20.179.68,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1677,2024-09-05 02:01:11.798,130.48.15.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1678,2024-09-05 02:01:11.798,130.48.15.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1678,2024-09-05 02:01:11.798,58.20.75.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1679,2024-09-05 02:01:11.798,117.101.83.173,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1690,2024-09-05 02:01:11.799,146.140.60.48,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1691,2024-09-05 02:01:11.799,212.15.163.115,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1692,2024-09-05 02:01:11.799,53.151.28.152,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1693,2024-09-05 02:01:11.799,86.40.59.232,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1679,2024-09-05 02:01:11.798,58.20.75.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1680,2024-09-05 02:01:11.798,117.101.83.173,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1680,2024-09-05 02:01:11.798,140.189.53.242,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1681,2024-09-05 02:01:11.798,140.189.53.242,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1681,2024-09-05 02:01:11.798,11.189.185.251,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1682,2024-09-05 02:01:11.798,11.189.185.251,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1682,2024-09-05 02:01:11.799,99.93.26.189,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1694,2024-09-05 02:01:11.799,59.220.64.128,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1695,2024-09-05 02:01:11.799,128.253.54.246,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1683,2024-09-05 02:01:11.799,19.200.115.101,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1683,2024-09-05 02:01:11.799,99.93.26.189,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1684,2024-09-05 02:01:11.799,19.200.115.101,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1684,2024-09-05 02:01:11.799,3.28.209.253,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1685,2024-09-05 02:01:11.799,163.145.188.20,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1686,2024-09-05 02:01:11.799,119.175.2.129,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1696,2024-09-05 02:01:11.799,32.212.229.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1697,2024-09-05 02:01:11.799,165.220.99.27,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1698,2024-09-05 02:01:11.799,163.20.71.71,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1699,2024-09-05 02:01:11.799,172.107.146.15,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1700,2024-09-05 02:01:11.799,67.23.246.128,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1685,2024-09-05 02:01:11.799,3.28.209.253,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1686,2024-09-05 02:01:11.799,163.145.188.20,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1687,2024-09-05 02:01:11.799,119.175.2.129,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1687,2024-09-05 02:01:11.799,200.99.91.247,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1701,2024-09-05 02:01:11.799,179.254.97.70,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1702,2024-09-05 02:01:11.799,248.126.174.40,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1703,2024-09-05 02:01:11.799,129.192.171.72,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1704,2024-09-05 02:01:11.799,92.93.60.206,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1705,2024-09-05 02:01:11.799,84.173.107.172,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1706,2024-09-05 02:01:11.799,171.188.48.192,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1688,2024-09-05 02:01:11.799,200.99.91.247,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1688,2024-09-05 02:01:11.799,71.188.152.40,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1689,2024-09-05 02:01:11.799,71.188.152.40,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1689,2024-09-05 02:01:11.799,111.254.153.249,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1690,2024-09-05 02:01:11.799,146.140.60.48,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1707,2024-09-05 02:01:11.799,171.58.198.25,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1708,2024-09-05 02:01:11.799,212.38.207.15,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1709,2024-09-05 02:01:11.799,171.248.22.229,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1710,2024-09-05 02:01:11.799,186.93.163.145,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1711,2024-09-05 02:01:11.799,193.210.118.70,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1690,2024-09-05 02:01:11.799,111.254.153.249,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1691,2024-09-05 02:01:11.799,146.140.60.48,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1691,2024-09-05 02:01:11.799,212.15.163.115,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1692,2024-09-05 02:01:11.799,212.15.163.115,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1692,2024-09-05 02:01:11.799,53.151.28.152,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1693,2024-09-05 02:01:11.799,53.151.28.152,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1693,2024-09-05 02:01:11.799,86.40.59.232,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1694,2024-09-05 02:01:11.799,86.40.59.232,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1694,2024-09-05 02:01:11.799,59.220.64.128,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1712,2024-09-05 02:01:11.799,101.28.144.77,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1695,2024-09-05 02:01:11.799,59.220.64.128,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1695,2024-09-05 02:01:11.799,128.253.54.246,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1696,2024-09-05 02:01:11.799,128.253.54.246,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1696,2024-09-05 02:01:11.799,32.212.229.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1697,2024-09-05 02:01:11.799,32.212.229.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1713,2024-09-05 02:01:11.799,238.77.16.77,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1714,2024-09-05 02:01:11.799,109.222.77.209,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1715,2024-09-05 02:01:11.799,128.28.196.128,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1716,2024-09-05 02:01:11.799,20.11.41.50,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1717,2024-09-05 02:01:11.799,166.138.38.146,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1697,2024-09-05 02:01:11.799,165.220.99.27,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1698,2024-09-05 02:01:11.799,165.220.99.27,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1698,2024-09-05 02:01:11.799,163.20.71.71,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1699,2024-09-05 02:01:11.799,163.20.71.71,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1699,2024-09-05 02:01:11.799,172.107.146.15,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1700,2024-09-05 02:01:11.799,172.107.146.15,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1718,2024-09-05 02:01:11.799,151.32.199.184,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1719,2024-09-05 02:01:11.799,93.70.0.60,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1720,2024-09-05 02:01:11.799,48.28.254.90,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1721,2024-09-05 02:01:11.799,25.242.191.61,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1700,2024-09-05 02:01:11.799,67.23.246.128,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1701,2024-09-05 02:01:11.799,67.23.246.128,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1701,2024-09-05 02:01:11.799,179.254.97.70,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1702,2024-09-05 02:01:11.799,179.254.97.70,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1702,2024-09-05 02:01:11.799,248.126.174.40,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1703,2024-09-05 02:01:11.799,248.126.174.40,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1703,2024-09-05 02:01:11.799,129.192.171.72,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1722,2024-09-05 02:01:11.799,44.254.244.185,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1723,2024-09-05 02:01:11.799,72.26.152.175,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1724,2024-09-05 02:01:11.799,111.61.126.162,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1704,2024-09-05 02:01:11.799,129.192.171.72,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1704,2024-09-05 02:01:11.799,92.93.60.206,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1705,2024-09-05 02:01:11.799,92.93.60.206,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1705,2024-09-05 02:01:11.799,84.173.107.172,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1706,2024-09-05 02:01:11.799,84.173.107.172,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1706,2024-09-05 02:01:11.799,171.188.48.192,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1707,2024-09-05 02:01:11.799,171.188.48.192,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1707,2024-09-05 02:01:11.799,171.58.198.25,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1725,2024-09-05 02:01:11.799,22.80.53.246,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1726,2024-09-05 02:01:11.799,91.177.132.212,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1708,2024-09-05 02:01:11.799,171.58.198.25,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1708,2024-09-05 02:01:11.799,212.38.207.15,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1709,2024-09-05 02:01:11.799,212.38.207.15,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1709,2024-09-05 02:01:11.799,171.248.22.229,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1710,2024-09-05 02:01:11.799,171.248.22.229,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1710,2024-09-05 02:01:11.799,186.93.163.145,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1727,2024-09-05 02:01:11.799,246.249.99.77,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1711,2024-09-05 02:01:11.799,186.93.163.145,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1711,2024-09-05 02:01:11.799,193.210.118.70,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1728,2024-09-05 02:01:11.799,119.34.32.193,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1712,2024-09-05 02:01:11.799,193.210.118.70,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1712,2024-09-05 02:01:11.799,101.28.144.77,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1713,2024-09-05 02:01:11.799,101.28.144.77,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1713,2024-09-05 02:01:11.799,238.77.16.77,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1714,2024-09-05 02:01:11.799,238.77.16.77,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1714,2024-09-05 02:01:11.799,109.222.77.209,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1715,2024-09-05 02:01:11.799,109.222.77.209,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1729,2024-09-05 02:01:11.799,229.204.81.185,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1730,2024-09-05 02:01:11.799,248.91.50.134,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1731,2024-09-05 02:01:11.799,59.171.189.92,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1715,2024-09-05 02:01:11.799,128.28.196.128,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1716,2024-09-05 02:01:11.799,128.28.196.128,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1716,2024-09-05 02:01:11.799,20.11.41.50,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1717,2024-09-05 02:01:11.799,20.11.41.50,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1718,2024-09-05 02:01:11.799,166.138.38.146,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1732,2024-09-05 02:01:11.799,83.58.4.177,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1733,2024-09-05 02:01:11.799,97.163.254.117,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1734,2024-09-05 02:01:11.799,140.18.81.173,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1735,2024-09-05 02:01:11.799,107.177.58.161,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1736,2024-09-05 02:01:11.799,66.164.18.187,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1717,2024-09-05 02:01:11.799,166.138.38.146,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1718,2024-09-05 02:01:11.799,151.32.199.184,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1719,2024-09-05 02:01:11.799,151.32.199.184,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1720,2024-09-05 02:01:11.799,93.70.0.60,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1721,2024-09-05 02:01:11.799,48.28.254.90,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1722,2024-09-05 02:01:11.799,25.242.191.61,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1737,2024-09-05 02:01:11.799,184.28.16.161,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1738,2024-09-05 02:01:11.799,204.92.248.109,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1739,2024-09-05 02:01:11.799,8.32.4.31,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1740,2024-09-05 02:01:11.799,26.171.124.215,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1719,2024-09-05 02:01:11.799,93.70.0.60,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1720,2024-09-05 02:01:11.799,48.28.254.90,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1723,2024-09-05 02:01:11.799,44.254.244.185,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1724,2024-09-05 02:01:11.799,72.26.152.175,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1725,2024-09-05 02:01:11.799,111.61.126.162,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1726,2024-09-05 02:01:11.799,22.80.53.246,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1741,2024-09-05 02:01:11.799,215.140.113.165,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1742,2024-09-05 02:01:11.799,84.199.111.38,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1743,2024-09-05 02:01:11.799,83.173.81.4,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1744,2024-09-05 02:01:11.799,212.242.163.188,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1721,2024-09-05 02:01:11.799,25.242.191.61,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1727,2024-09-05 02:01:11.799,91.177.132.212,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1745,2024-09-05 02:01:11.799,119.184.129.151,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1746,2024-09-05 02:01:11.799,11.31.60.197,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1747,2024-09-05 02:01:11.799,217.19.163.92,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1748,2024-09-05 02:01:11.799,135.113.171.217,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1749,2024-09-05 02:01:11.799,189.191.33.170,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1750,2024-09-05 02:01:11.799,55.54.61.70,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1751,2024-09-05 02:01:11.799,31.101.175.188,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1752,2024-09-05 02:01:11.799,70.206.109.156,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1722,2024-09-05 02:01:11.799,44.254.244.185,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1723,2024-09-05 02:01:11.799,72.26.152.175,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1724,2024-09-05 02:01:11.799,111.61.126.162,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1728,2024-09-05 02:01:11.799,246.249.99.77,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1729,2024-09-05 02:01:11.799,119.34.32.193,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1730,2024-09-05 02:01:11.799,229.204.81.185,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1753,2024-09-05 02:01:11.799,34.161.193.31,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1754,2024-09-05 02:01:11.799,68.174.107.77,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1755,2024-09-05 02:01:11.799,171.32.254.158,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1756,2024-09-05 02:01:11.799,49.149.181.189,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1725,2024-09-05 02:01:11.799,22.80.53.246,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1726,2024-09-05 02:01:11.799,91.177.132.212,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1727,2024-09-05 02:01:11.799,246.249.99.77,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1728,2024-09-05 02:01:11.799,119.34.32.193,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1731,2024-09-05 02:01:11.799,248.91.50.134,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1732,2024-09-05 02:01:11.799,59.171.189.92,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1757,2024-09-05 02:01:11.800,113.26.177.18,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1758,2024-09-05 02:01:11.800,193.118.159.188,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,1759,2024-09-05 02:01:11.800,115.183.162.98,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1729,2024-09-05 02:01:11.799,229.204.81.185,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1730,2024-09-05 02:01:11.799,248.91.50.134,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,1731,2024-09-05 02:01:11.799,59.171.189.92,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1733,2024-09-05 02:01:11.799,83.58.4.177,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,1734,2024-09-05 02:01:11.799,97.163.254.117,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
