Interface,No.,Time,Source,Destination,Protocol,Length,Info
s1-eth2,121,2024-09-04 05:59:27.060,192.168.1.77,192.168.1.10,TCP,54,35017 → 80 0x0002
s1-eth2,122,2024-09-04 05:59:27.060,192.168.1.10,192.168.1.77,TCP,54,80 → 35017 0x0014
s1-eth1,117,2024-09-04 05:59:27.070,192.168.1.77,192.168.1.10,TCP,54,35677 → 80 0x0002
s1-eth1,118,2024-09-04 05:59:27.070,192.168.1.10,192.168.1.77,TCP,54,80 → 35677 0x0014
s1-eth1,119,2024-09-04 05:59:27.070,192.168.1.77,192.168.1.10,TCP,54,35678 → 80 0x0002
s1-eth1,120,2024-09-04 05:59:27.070,192.168.1.10,192.168.1.77,TCP,54,80 → 35678 0x0014
s1-eth1,121,2024-09-04 05:59:27.070,192.168.1.77,192.168.1.10,TCP,54,35679 → 80 0x0002
s1-eth3,128,2024-09-04 05:59:27.030,192.168.1.77,192.168.1.10,TCP,54,32498 → 80 0x0002
s1-eth3,129,2024-09-04 05:59:27.030,192.168.1.10,192.168.1.77,TCP,54,80 → 32498 0x0014
s1-eth3,130,2024-09-04 05:59:27.030,192.168.1.77,192.168.1.10,TCP,54,32499 → 80 0x0002
s1-eth2,123,2024-09-04 05:59:27.060,192.168.1.77,192.168.1.10,TCP,54,35018 → 80 0x0002
s1-eth2,124,2024-09-04 05:59:27.060,192.168.1.10,192.168.1.77,TCP,54,80 → 35018 0x0014
s1-eth2,125,2024-09-04 05:59:27.060,192.168.1.77,192.168.1.10,TCP,54,35019 → 80 0x0002
s1-eth2,126,2024-09-04 05:59:27.060,192.168.1.10,192.168.1.77,TCP,54,80 → 35019 0x0014
s1-eth1,122,2024-09-04 05:59:27.070,192.168.1.10,192.168.1.77,TCP,54,80 → 35679 0x0014
s1-eth1,123,2024-09-04 05:59:27.070,192.168.1.77,192.168.1.10,TCP,54,35680 → 80 0x0002
s1-eth1,124,2024-09-04 05:59:27.070,192.168.1.10,192.168.1.77,TCP,54,80 → 35680 0x0014
s1-eth3,131,2024-09-04 05:59:27.030,192.168.1.10,192.168.1.77,TCP,54,80 → 32499 0x0014
s1-eth3,132,2024-09-04 05:59:27.030,192.168.1.77,192.168.1.10,TCP,54,32500 → 80 0x0002
s1-eth2,127,2024-09-04 05:59:27.060,192.168.1.77,192.168.1.10,TCP,54,35020 → 80 0x0002
s1-eth2,128,2024-09-04 05:59:27.060,192.168.1.10,192.168.1.77,TCP,54,80 → 35020 0x0014
s1-eth1,125,2024-09-04 05:59:27.070,192.168.1.77,192.168.1.10,TCP,54,35681 → 80 0x0002
s1-eth1,126,2024-09-04 05:59:27.070,192.168.1.10,192.168.1.77,TCP,54,80 → 35681 0x0014
s1-eth1,127,2024-09-04 05:59:27.070,192.168.1.77,192.168.1.10,TCP,54,35682 → 80 0x0002
s1-eth1,128,2024-09-04 05:59:27.070,192.168.1.10,192.168.1.77,TCP,54,80 → 35682 0x0014
s1-eth1,129,2024-09-04 05:59:27.071,192.168.1.77,192.168.1.10,TCP,54,35683 → 80 0x0002
s1-eth1,130,2024-09-04 05:59:27.071,192.168.1.10,192.168.1.77,TCP,54,80 → 35683 0x0014
s1-eth3,133,2024-09-04 05:59:27.030,192.168.1.10,192.168.1.77,TCP,54,80 → 32500 0x0014
s1-eth3,134,2024-09-04 05:59:27.030,192.168.1.77,192.168.1.10,TCP,54,32501 → 80 0x0002
s1-eth2,129,2024-09-04 05:59:27.060,192.168.1.77,192.168.1.10,TCP,54,35021 → 80 0x0002
s1-eth2,130,2024-09-04 05:59:27.060,192.168.1.10,192.168.1.77,TCP,54,80 → 35021 0x0014
s1-eth2,131,2024-09-04 05:59:27.060,192.168.1.77,192.168.1.10,TCP,54,35022 → 80 0x0002
s1-eth2,132,2024-09-04 05:59:27.060,192.168.1.10,192.168.1.77,TCP,54,80 → 35022 0x0014
s1-eth1,131,2024-09-04 05:59:27.071,192.168.1.77,192.168.1.10,TCP,54,35684 → 80 0x0002
s1-eth1,132,2024-09-04 05:59:27.071,192.168.1.10,192.168.1.77,TCP,54,80 → 35684 0x0014
s1-eth1,133,2024-09-04 05:59:27.071,192.168.1.77,192.168.1.10,TCP,54,35685 → 80 0x0002
s1-eth1,134,2024-09-04 05:59:27.071,192.168.1.10,192.168.1.77,TCP,54,80 → 35685 0x0014
s1-eth3,135,2024-09-04 05:59:27.030,192.168.1.10,192.168.1.77,TCP,54,80 → 32501 0x0014
