Interface,No.,Time,Source,Destination,Protocol,Length,Info
s1-eth2,13,2024-09-04 23:59:57.394,192.168.1.20,192.168.1.10,TCP,66,44818 → 50890 0x0011
s1-eth3,8,2024-09-04 23:59:57.394,192.168.1.20,192.168.1.10,TCP,66,44818 → 50890 0x0011
s1-eth2,14,2024-09-04 23:59:57.394,192.168.1.10,192.168.1.20,TCP,66,50890 → 44818 0x0010
s1-eth3,9,2024-09-04 23:59:57.394,192.168.1.10,192.168.1.20,TCP,66,50890 → 44818 0x0010
s1-eth3,10,2024-09-04 23:59:57.472,::,ff02::16,ICMPV6,90,ICMPV6
s1-eth3,11,2024-09-04 23:59:57.512,::,ff02::1:ff99:4c43,ICMPV6,86,ICMPV6
s1-eth2,15,2024-09-04 23:59:57.569,192.168.1.10,192.168.1.20,TCP,74,50894 → 44818 0x0002
s1-eth3,12,2024-09-04 23:59:57.569,192.168.1.10,192.168.1.20,TCP,74,50894 → 44818 0x0002
s1-eth3,13,2024-09-04 23:59:57.569,192.168.1.20,192.168.1.10,TCP,74,44818 → 50894 0x0012
s1-eth3,14,2024-09-04 23:59:57.569,192.168.1.10,192.168.1.20,TCP,66,50894 → 44818 0x0010
s1-eth2,16,2024-09-04 23:59:57.569,192.168.1.20,192.168.1.10,TCP,74,44818 → 50894 0x0012
s1-eth2,17,2024-09-04 23:59:57.569,192.168.1.10,192.168.1.20,TCP,66,50894 → 44818 0x0010
s1-eth2,18,2024-09-04 23:59:57.606,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth3,15,2024-09-04 23:59:57.606,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth3,16,2024-09-04 23:59:57.606,192.168.1.20,192.168.1.10,TCP,66,44818 → 50894 0x0010
s1-eth3,17,2024-09-04 23:59:57.609,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,18,2024-09-04 23:59:57.609,192.168.1.10,192.168.1.20,TCP,66,50894 → 44818 0x0010
s1-eth2,19,2024-09-04 23:59:57.606,192.168.1.20,192.168.1.10,TCP,66,44818 → 50894 0x0010
s1-eth3,19,2024-09-04 23:59:57.611,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,20,2024-09-04 23:59:57.609,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,20,2024-09-04 23:59:57.619,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,21,2024-09-04 23:59:57.609,192.168.1.10,192.168.1.20,TCP,66,50894 → 44818 0x0010
s1-eth2,22,2024-09-04 23:59:57.611,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,23,2024-09-04 23:59:57.619,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,24,2024-09-04 23:59:57.623,192.168.1.10,192.168.1.20,TCP,66,50894 → 44818 0x0011
s1-eth3,21,2024-09-04 23:59:57.623,192.168.1.10,192.168.1.20,TCP,66,50894 → 44818 0x0011
s1-eth2,25,2024-09-04 23:59:57.624,192.168.1.20,192.168.1.10,TCP,66,44818 → 50894 0x0011
s1-eth3,22,2024-09-04 23:59:57.624,192.168.1.20,192.168.1.10,TCP,66,44818 → 50894 0x0011
s1-eth3,23,2024-09-04 23:59:57.624,192.168.1.10,192.168.1.20,TCP,66,50894 → 44818 0x0010
s1-eth3,24,2024-09-04 23:59:57.711,00:1d:9c:c7:b0:70,ff:ff:ff:ff:ff:ff,ARP,42,ARP
s1-eth3,25,2024-09-04 23:59:57.711,00:1d:9c:c8:bd:f2,00:1d:9c:c7:b0:70,ARP,42,ARP
s1-eth1,1,2024-09-04 23:59:57.377,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth1,2,2024-09-04 23:59:57.377,192.168.1.20,192.168.1.10,TCP,66,44818 → 50890 0x0010
s1-eth1,3,2024-09-04 23:59:57.379,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,4,2024-09-04 23:59:57.379,192.168.1.10,192.168.1.20,TCP,66,50890 → 44818 0x0010
s1-eth2,26,2024-09-04 23:59:57.624,192.168.1.10,192.168.1.20,TCP,66,50894 → 44818 0x0010
s1-eth2,27,2024-09-04 23:59:57.711,00:1d:9c:c7:b0:70,ff:ff:ff:ff:ff:ff,ARP,42,ARP
s1-eth2,28,2024-09-04 23:59:57.711,00:1d:9c:c8:bd:f2,00:1d:9c:c7:b0:70,ARP,42,ARP
s1-eth2,29,2024-09-04 23:59:57.711,192.168.1.10,192.168.1.30,TCP,74,53560 → 44818 0x0002
s1-eth3,26,2024-09-04 23:59:57.711,192.168.1.10,192.168.1.30,TCP,74,53560 → 44818 0x0002
s1-eth3,27,2024-09-04 23:59:57.711,192.168.1.30,192.168.1.10,TCP,74,44818 → 53560 0x0012
s1-eth1,5,2024-09-04 23:59:57.380,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth1,6,2024-09-04 23:59:57.387,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,30,2024-09-04 23:59:57.711,192.168.1.30,192.168.1.10,TCP,74,44818 → 53560 0x0012
s1-eth2,31,2024-09-04 23:59:57.711,192.168.1.10,192.168.1.30,TCP,66,53560 → 44818 0x0010
s1-eth3,28,2024-09-04 23:59:57.711,192.168.1.10,192.168.1.30,TCP,66,53560 → 44818 0x0010
s1-eth3,29,2024-09-04 23:59:57.756,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth3,30,2024-09-04 23:59:57.756,192.168.1.30,192.168.1.10,TCP,66,44818 → 53560 0x0010
s1-eth3,31,2024-09-04 23:59:57.758,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,32,2024-09-04 23:59:57.758,192.168.1.10,192.168.1.30,TCP,66,53560 → 44818 0x0010
s1-eth3,33,2024-09-04 23:59:57.760,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth1,7,2024-09-04 23:59:57.393,192.168.1.10,192.168.1.20,TCP,66,50890 → 44818 0x0011
s1-eth2,32,2024-09-04 23:59:57.756,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth2,33,2024-09-04 23:59:57.756,192.168.1.30,192.168.1.10,TCP,66,44818 → 53560 0x0010
s1-eth3,34,2024-09-04 23:59:57.771,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth3,35,2024-09-04 23:59:57.776,192.168.1.10,192.168.1.30,TCP,66,53560 → 44818 0x0011
s1-eth3,36,2024-09-04 23:59:57.777,192.168.1.30,192.168.1.10,TCP,66,44818 → 53560 0x0011
s1-eth1,8,2024-09-04 23:59:57.394,192.168.1.20,192.168.1.10,TCP,66,44818 → 50890 0x0011
s1-eth1,9,2024-09-04 23:59:57.394,192.168.1.10,192.168.1.20,TCP,66,50890 → 44818 0x0010
s1-eth2,34,2024-09-04 23:59:57.758,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,37,2024-09-04 23:59:57.777,192.168.1.10,192.168.1.30,TCP,66,53560 → 44818 0x0010
s1-eth1,10,2024-09-04 23:59:57.569,192.168.1.10,192.168.1.20,TCP,74,50894 → 44818 0x0002
s1-eth1,11,2024-09-04 23:59:57.569,192.168.1.20,192.168.1.10,TCP,74,44818 → 50894 0x0012
s1-eth1,12,2024-09-04 23:59:57.569,192.168.1.10,192.168.1.20,TCP,66,50894 → 44818 0x0010
s1-eth1,13,2024-09-04 23:59:57.606,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,35,2024-09-04 23:59:57.758,192.168.1.10,192.168.1.30,TCP,66,53560 → 44818 0x0010
s1-eth2,36,2024-09-04 23:59:57.760,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth2,37,2024-09-04 23:59:57.771,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth3,38,2024-09-04 23:59:57.833,::,ff02::1:ffc8:bdf2,ICMPV6,86,ICMPV6
s1-eth3,39,2024-09-04 23:59:57.911,192.168.1.10,192.168.1.30,TCP,74,53570 → 44818 0x0002
s1-eth3,40,2024-09-04 23:59:57.911,192.168.1.30,192.168.1.10,TCP,74,44818 → 53570 0x0012
s1-eth1,14,2024-09-04 23:59:57.606,192.168.1.20,192.168.1.10,TCP,66,44818 → 50894 0x0010
s1-eth1,15,2024-09-04 23:59:57.609,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,16,2024-09-04 23:59:57.609,192.168.1.10,192.168.1.20,TCP,66,50894 → 44818 0x0010
s1-eth2,38,2024-09-04 23:59:57.776,192.168.1.10,192.168.1.30,TCP,66,53560 → 44818 0x0011
s1-eth2,39,2024-09-04 23:59:57.777,192.168.1.30,192.168.1.10,TCP,66,44818 → 53560 0x0011
s1-eth2,40,2024-09-04 23:59:57.777,192.168.1.10,192.168.1.30,TCP,66,53560 → 44818 0x0010
s1-eth2,41,2024-09-04 23:59:57.833,fe80::3090:52ff:fe78:9f28,ff02::16,ICMPV6,90,ICMPV6
s1-eth3,41,2024-09-04 23:59:57.911,192.168.1.10,192.168.1.30,TCP,66,53570 → 44818 0x0010
s1-eth3,42,2024-09-04 23:59:57.942,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth3,43,2024-09-04 23:59:57.942,192.168.1.30,192.168.1.10,TCP,66,44818 → 53570 0x0010
s1-eth1,17,2024-09-04 23:59:57.611,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth1,18,2024-09-04 23:59:57.619,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,42,2024-09-04 23:59:57.833,fe80::3090:52ff:fe78:9f28,ff02::2,ICMPV6,70,ICMPV6
s1-eth2,43,2024-09-04 23:59:57.836,fe80::3090:52ff:fe78:9f28,ff02::16,ICMPV6,110,ICMPV6
s1-eth3,44,2024-09-04 23:59:57.945,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,45,2024-09-04 23:59:57.945,192.168.1.10,192.168.1.30,TCP,66,53570 → 44818 0x0010
s1-eth3,46,2024-09-04 23:59:57.947,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,47,2024-09-04 23:59:57.960,::,ff02::16,ICMPV6,90,ICMPV6
s1-eth1,19,2024-09-04 23:59:57.623,192.168.1.10,192.168.1.20,TCP,66,50894 → 44818 0x0011
s1-eth2,44,2024-09-04 23:59:57.876,fe80::3090:52ff:fe78:9f28,ff02::16,ICMPV6,90,ICMPV6
s1-eth1,20,2024-09-04 23:59:57.624,192.168.1.20,192.168.1.10,TCP,66,44818 → 50894 0x0011
s1-eth1,21,2024-09-04 23:59:57.624,192.168.1.10,192.168.1.20,TCP,66,50894 → 44818 0x0010
s1-eth1,22,2024-09-04 23:59:57.704,::,ff02::1:ffc7:b070,ICMPV6,86,ICMPV6
s1-eth1,23,2024-09-04 23:59:57.711,00:1d:9c:c7:b0:70,ff:ff:ff:ff:ff:ff,ARP,42,ARP
s1-eth2,45,2024-09-04 23:59:57.902,fe80::3090:52ff:fe78:9f28,ff02::fb,MDNS,227,MDNS
s1-eth2,46,2024-09-04 23:59:57.911,192.168.1.10,192.168.1.30,TCP,74,53570 → 44818 0x0002
s1-eth2,47,2024-09-04 23:59:57.911,192.168.1.30,192.168.1.10,TCP,74,44818 → 53570 0x0012
s1-eth3,48,2024-09-04 23:59:57.962,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth3,49,2024-09-04 23:59:57.966,192.168.1.10,192.168.1.30,TCP,66,53570 → 44818 0x0011
s1-eth3,50,2024-09-04 23:59:57.966,192.168.1.30,192.168.1.10,TCP,66,44818 → 53570 0x0011
s1-eth1,24,2024-09-04 23:59:57.711,00:1d:9c:c8:bd:f2,00:1d:9c:c7:b0:70,ARP,42,ARP
s1-eth1,25,2024-09-04 23:59:57.711,192.168.1.10,192.168.1.30,TCP,74,53560 → 44818 0x0002
s1-eth1,26,2024-09-04 23:59:57.711,192.168.1.30,192.168.1.10,TCP,74,44818 → 53560 0x0012
s1-eth1,27,2024-09-04 23:59:57.711,192.168.1.10,192.168.1.30,TCP,66,53560 → 44818 0x0010
s1-eth1,28,2024-09-04 23:59:57.756,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth1,29,2024-09-04 23:59:57.756,192.168.1.30,192.168.1.10,TCP,66,44818 → 53560 0x0010
s1-eth1,30,2024-09-04 23:59:57.758,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,48,2024-09-04 23:59:57.911,192.168.1.10,192.168.1.30,TCP,66,53570 → 44818 0x0010
s1-eth2,49,2024-09-04 23:59:57.933,fe80::3090:52ff:fe78:9f28,ff02::fb,MDNS,203,MDNS
s1-eth2,50,2024-09-04 23:59:57.942,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth1,31,2024-09-04 23:59:57.758,192.168.1.10,192.168.1.30,TCP,66,53560 → 44818 0x0010
s1-eth1,32,2024-09-04 23:59:57.760,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth1,33,2024-09-04 23:59:57.771,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,34,2024-09-04 23:59:57.776,192.168.1.10,192.168.1.30,TCP,66,53560 → 44818 0x0011
s1-eth1,35,2024-09-04 23:59:57.777,192.168.1.30,192.168.1.10,TCP,66,44818 → 53560 0x0011
s1-eth2,51,2024-09-04 23:59:57.942,192.168.1.30,192.168.1.10,TCP,66,44818 → 53570 0x0010
s1-eth2,52,2024-09-04 23:59:57.945,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,53,2024-09-04 23:59:57.945,192.168.1.10,192.168.1.30,TCP,66,53570 → 44818 0x0010
s1-eth2,54,2024-09-04 23:59:57.947,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth2,55,2024-09-04 23:59:57.962,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,36,2024-09-04 23:59:57.777,192.168.1.10,192.168.1.30,TCP,66,53560 → 44818 0x0010
s1-eth1,37,2024-09-04 23:59:57.833,fe80::2487:c1ff:fe40:6641,ff02::16,ICMPV6,90,ICMPV6
s1-eth2,56,2024-09-04 23:59:57.966,192.168.1.10,192.168.1.30,TCP,66,53570 → 44818 0x0011
s1-eth2,57,2024-09-04 23:59:57.966,192.168.1.30,192.168.1.10,TCP,66,44818 → 53570 0x0011
s1-eth2,58,2024-09-04 23:59:57.966,192.168.1.10,192.168.1.30,TCP,66,53570 → 44818 0x0010
s1-eth3,51,2024-09-04 23:59:57.966,192.168.1.10,192.168.1.30,TCP,66,53570 → 44818 0x0010
s1-eth2,59,2024-09-04 23:59:58.088,fe80::21d:9cff:fec8:bc46,ff02::16,ICMPV6,90,ICMPV6
s1-eth2,60,2024-09-04 23:59:58.088,fe80::21d:9cff:fec8:bc46,ff02::2,ICMPV6,70,ICMPV6
s1-eth3,52,2024-09-04 23:59:58.536,fe80::c0b6:2dff:fe99:4c43,ff02::16,ICMPV6,90,ICMPV6
s1-eth3,53,2024-09-04 23:59:58.536,fe80::c0b6:2dff:fe99:4c43,ff02::2,ICMPV6,70,ICMPV6
s1-eth1,38,2024-09-04 23:59:57.833,fe80::2487:c1ff:fe40:6641,ff02::2,ICMPV6,70,ICMPV6
s1-eth1,39,2024-09-04 23:59:57.836,fe80::2487:c1ff:fe40:6641,ff02::16,ICMPV6,110,ICMPV6
s1-eth1,40,2024-09-04 23:59:57.903,fe80::2487:c1ff:fe40:6641,ff02::fb,MDNS,227,MDNS
s1-eth1,41,2024-09-04 23:59:57.911,192.168.1.10,192.168.1.30,TCP,74,53570 → 44818 0x0002
s1-eth1,42,2024-09-04 23:59:57.911,192.168.1.30,192.168.1.10,TCP,74,44818 → 53570 0x0012
s1-eth1,43,2024-09-04 23:59:57.911,192.168.1.10,192.168.1.30,TCP,66,53570 → 44818 0x0010
s1-eth2,61,2024-09-04 23:59:58.153,fe80::3090:52ff:fe78:9f28,ff02::fb,MDNS,227,MDNS
s1-eth2,62,2024-09-04 23:59:58.216,fe80::3090:52ff:fe78:9f28,ff02::16,ICMPV6,110,ICMPV6
s1-eth2,63,2024-09-04 23:59:58.404,fe80::3090:52ff:fe78:9f28,ff02::fb,MDNS,227,MDNS
s1-eth3,54,2024-09-04 23:59:58.539,fe80::c0b6:2dff:fe99:4c43,ff02::16,ICMPV6,90,ICMPV6
s1-eth1,44,2024-09-04 23:59:57.934,fe80::2487:c1ff:fe40:6641,ff02::fb,MDNS,203,MDNS
s1-eth1,45,2024-09-04 23:59:57.942,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth1,46,2024-09-04 23:59:57.942,192.168.1.30,192.168.1.10,TCP,66,44818 → 53570 0x0010
s1-eth1,47,2024-09-04 23:59:57.945,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,55,2024-09-04 23:59:58.605,fe80::c0b6:2dff:fe99:4c43,ff02::fb,MDNS,227,MDNS
s1-eth1,48,2024-09-04 23:59:57.945,192.168.1.10,192.168.1.30,TCP,66,53570 → 44818 0x0010
s1-eth1,49,2024-09-04 23:59:57.947,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth1,50,2024-09-04 23:59:57.962,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,51,2024-09-04 23:59:57.966,192.168.1.10,192.168.1.30,TCP,66,53570 → 44818 0x0011
s1-eth1,52,2024-09-04 23:59:57.966,192.168.1.30,192.168.1.10,TCP,66,44818 → 53570 0x0011
s1-eth1,53,2024-09-04 23:59:57.966,192.168.1.10,192.168.1.30,TCP,66,53570 → 44818 0x0010
s1-eth1,54,2024-09-04 23:59:58.064,fe80::2487:c1ff:fe40:6641,ff02::16,ICMPV6,90,ICMPV6
s1-eth1,55,2024-09-04 23:59:58.088,::,ff02::16,ICMPV6,90,ICMPV6
s1-eth1,56,2024-09-04 23:59:58.154,fe80::2487:c1ff:fe40:6641,ff02::fb,MDNS,227,MDNS
s1-eth1,57,2024-09-04 23:59:58.405,fe80::2487:c1ff:fe40:6641,ff02::fb,MDNS,227,MDNS
s1-eth1,58,2024-09-04 23:59:58.605,fe80::2487:c1ff:fe40:6641,ff02::fb,MDNS,215,MDNS
s1-eth1,59,2024-09-04 23:59:58.664,fe80::2487:c1ff:fe40:6641,ff02::16,ICMPV6,110,ICMPV6
s1-eth1,60,2024-09-04 23:59:58.728,fe80::21d:9cff:fec7:b070,ff02::16,ICMPV6,90,ICMPV6
s1-eth1,61,2024-09-04 23:59:58.728,fe80::21d:9cff:fec7:b070,ff02::2,ICMPV6,70,ICMPV6
s1-eth2,64,2024-09-04 23:59:58.604,fe80::3090:52ff:fe78:9f28,ff02::fb,MDNS,215,MDNS
s1-eth2,65,2024-09-04 23:59:58.664,fe80::21d:9cff:fec8:bc46,ff02::16,ICMPV6,90,ICMPV6
s1-eth2,66,2024-09-04 23:59:58.935,fe80::3090:52ff:fe78:9f28,ff02::fb,MDNS,203,MDNS
s1-eth3,56,2024-09-04 23:59:58.637,fe80::c0b6:2dff:fe99:4c43,ff02::fb,MDNS,203,MDNS
s1-eth3,57,2024-09-04 23:59:58.664,fe80::c0b6:2dff:fe99:4c43,ff02::16,ICMPV6,110,ICMPV6
s1-eth3,58,2024-09-04 23:59:58.856,fe80::21d:9cff:fec8:bdf2,ff02::16,ICMPV6,90,ICMPV6
s1-eth3,59,2024-09-04 23:59:58.856,fe80::21d:9cff:fec8:bdf2,ff02::2,ICMPV6,70,ICMPV6
s1-eth3,60,2024-09-04 23:59:58.857,fe80::c0b6:2dff:fe99:4c43,ff02::fb,MDNS,227,MDNS
s1-eth3,61,2024-09-04 23:59:59.107,fe80::c0b6:2dff:fe99:4c43,ff02::fb,MDNS,227,MDNS
s1-eth1,62,2024-09-04 23:59:58.935,fe80::2487:c1ff:fe40:6641,ff02::fb,MDNS,203,MDNS
s1-eth1,63,2024-09-04 23:59:59.368,fe80::21d:9cff:fec7:b070,ff02::16,ICMPV6,90,ICMPV6
s1-eth2,67,2024-09-04 23:59:59.411,192.168.1.10,192.168.1.20,TCP,74,50910 → 44818 0x0002
s1-eth2,68,2024-09-04 23:59:59.411,192.168.1.20,192.168.1.10,TCP,74,44818 → 50910 0x0012
s1-eth2,69,2024-09-04 23:59:59.411,192.168.1.10,192.168.1.20,TCP,66,50910 → 44818 0x0010
s1-eth2,70,2024-09-04 23:59:59.442,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,71,2024-09-04 23:59:59.442,192.168.1.20,192.168.1.10,TCP,66,44818 → 50910 0x0010
s1-eth2,72,2024-09-04 23:59:59.445,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,73,2024-09-04 23:59:59.445,192.168.1.10,192.168.1.20,TCP,66,50910 → 44818 0x0010
s1-eth3,62,2024-09-04 23:59:59.129,fe80::21d:9cff:fec8:bdf2,ff02::16,ICMPV6,90,ICMPV6
s1-eth2,74,2024-09-04 23:59:59.446,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth3,63,2024-09-04 23:59:59.240,fe80::c0b6:2dff:fe99:4c43,ff02::16,ICMPV6,90,ICMPV6
s1-eth3,64,2024-09-04 23:59:59.307,fe80::c0b6:2dff:fe99:4c43,ff02::fb,MDNS,215,MDNS
s1-eth3,65,2024-09-04 23:59:59.411,192.168.1.10,192.168.1.20,TCP,74,50910 → 44818 0x0002
s1-eth3,66,2024-09-04 23:59:59.411,192.168.1.20,192.168.1.10,TCP,74,44818 → 50910 0x0012
s1-eth3,67,2024-09-04 23:59:59.411,192.168.1.10,192.168.1.20,TCP,66,50910 → 44818 0x0010
s1-eth2,75,2024-09-04 23:59:59.458,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,76,2024-09-04 23:59:59.462,192.168.1.10,192.168.1.20,TCP,66,50910 → 44818 0x0011
s1-eth2,77,2024-09-04 23:59:59.463,192.168.1.20,192.168.1.10,TCP,66,44818 → 50910 0x0011
s1-eth2,78,2024-09-04 23:59:59.463,192.168.1.10,192.168.1.20,TCP,66,50910 → 44818 0x0010
s1-eth2,79,2024-09-04 23:59:59.577,192.168.1.10,192.168.1.20,TCP,74,50922 → 44818 0x0002
s1-eth3,68,2024-09-04 23:59:59.442,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth3,69,2024-09-04 23:59:59.442,192.168.1.20,192.168.1.10,TCP,66,44818 → 50910 0x0010
s1-eth3,70,2024-09-04 23:59:59.445,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,71,2024-09-04 23:59:59.445,192.168.1.10,192.168.1.20,TCP,66,50910 → 44818 0x0010
s1-eth3,72,2024-09-04 23:59:59.446,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth3,73,2024-09-04 23:59:59.458,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,80,2024-09-04 23:59:59.577,192.168.1.20,192.168.1.10,TCP,74,44818 → 50922 0x0012
s1-eth2,81,2024-09-04 23:59:59.577,192.168.1.10,192.168.1.20,TCP,66,50922 → 44818 0x0010
s1-eth2,82,2024-09-04 23:59:59.604,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,83,2024-09-04 23:59:59.604,192.168.1.20,192.168.1.10,TCP,66,44818 → 50922 0x0010
s1-eth2,84,2024-09-04 23:59:59.608,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,74,2024-09-04 23:59:59.462,192.168.1.10,192.168.1.20,TCP,66,50910 → 44818 0x0011
s1-eth3,75,2024-09-04 23:59:59.463,192.168.1.20,192.168.1.10,TCP,66,44818 → 50910 0x0011
s1-eth2,85,2024-09-04 23:59:59.608,192.168.1.10,192.168.1.20,TCP,66,50922 → 44818 0x0010
s1-eth2,86,2024-09-04 23:59:59.609,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth3,76,2024-09-04 23:59:59.463,192.168.1.10,192.168.1.20,TCP,66,50910 → 44818 0x0010
s1-eth3,77,2024-09-04 23:59:59.577,192.168.1.10,192.168.1.20,TCP,74,50922 → 44818 0x0002
s1-eth3,78,2024-09-04 23:59:59.577,192.168.1.20,192.168.1.10,TCP,74,44818 → 50922 0x0012
s1-eth3,79,2024-09-04 23:59:59.577,192.168.1.10,192.168.1.20,TCP,66,50922 → 44818 0x0010
s1-eth3,80,2024-09-04 23:59:59.604,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth3,81,2024-09-04 23:59:59.604,192.168.1.20,192.168.1.10,TCP,66,44818 → 50922 0x0010
s1-eth3,82,2024-09-04 23:59:59.608,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,83,2024-09-04 23:59:59.608,192.168.1.10,192.168.1.20,TCP,66,50922 → 44818 0x0010
s1-eth3,84,2024-09-04 23:59:59.609,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth3,85,2024-09-04 23:59:59.621,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
