Interface,No.,Time,Source,Destination,Protocol,Length,Info
s1-eth3,86,2024-09-04 23:59:59.625,192.168.1.10,192.168.1.20,TCP,66,50922 → 44818 0x0011
s1-eth3,87,2024-09-04 23:59:59.625,192.168.1.20,192.168.1.10,TCP,66,44818 → 50922 0x0011
s1-eth3,88,2024-09-04 23:59:59.625,192.168.1.10,192.168.1.20,TCP,66,50922 → 44818 0x0010
s1-eth3,89,2024-09-04 23:59:59.637,fe80::c0b6:2dff:fe99:4c43,ff02::fb,MDNS,203,MDNS
s1-eth1,64,2024-09-04 23:59:59.411,192.168.1.10,192.168.1.20,TCP,74,50910 → 44818 0x0002
s1-eth1,65,2024-09-04 23:59:59.411,192.168.1.20,192.168.1.10,TCP,74,44818 → 50910 0x0012
s1-eth1,66,2024-09-04 23:59:59.411,192.168.1.10,192.168.1.20,TCP,66,50910 → 44818 0x0010
s1-eth1,67,2024-09-04 23:59:59.442,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth1,68,2024-09-04 23:59:59.442,192.168.1.20,192.168.1.10,TCP,66,44818 → 50910 0x0010
s1-eth1,69,2024-09-04 23:59:59.445,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,70,2024-09-04 23:59:59.445,192.168.1.10,192.168.1.20,TCP,66,50910 → 44818 0x0010
s1-eth1,71,2024-09-04 23:59:59.446,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth1,72,2024-09-04 23:59:59.458,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,73,2024-09-04 23:59:59.462,192.168.1.10,192.168.1.20,TCP,66,50910 → 44818 0x0011
s1-eth1,74,2024-09-04 23:59:59.463,192.168.1.20,192.168.1.10,TCP,66,44818 → 50910 0x0011
s1-eth1,75,2024-09-04 23:59:59.463,192.168.1.10,192.168.1.20,TCP,66,50910 → 44818 0x0010
s1-eth1,76,2024-09-04 23:59:59.577,192.168.1.10,192.168.1.20,TCP,74,50922 → 44818 0x0002
s1-eth1,77,2024-09-04 23:59:59.577,192.168.1.20,192.168.1.10,TCP,74,44818 → 50922 0x0012
s1-eth1,78,2024-09-04 23:59:59.577,192.168.1.10,192.168.1.20,TCP,66,50922 → 44818 0x0010
s1-eth1,79,2024-09-04 23:59:59.604,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth1,80,2024-09-04 23:59:59.604,192.168.1.20,192.168.1.10,TCP,66,44818 → 50922 0x0010
s1-eth1,81,2024-09-04 23:59:59.608,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,82,2024-09-04 23:59:59.608,192.168.1.10,192.168.1.20,TCP,66,50922 → 44818 0x0010
s1-eth1,83,2024-09-04 23:59:59.609,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth1,84,2024-09-04 23:59:59.621,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,85,2024-09-04 23:59:59.624,fe80::2487:c1ff:fe40:6641,ff02::fb,MDNS,215,MDNS
s1-eth1,86,2024-09-04 23:59:59.625,192.168.1.10,192.168.1.20,TCP,66,50922 → 44818 0x0011
s1-eth1,87,2024-09-04 23:59:59.625,192.168.1.20,192.168.1.10,TCP,66,44818 → 50922 0x0011
s1-eth1,88,2024-09-04 23:59:59.625,192.168.1.10,192.168.1.20,TCP,66,50922 → 44818 0x0010
s1-eth1,89,2024-09-04 23:59:59.708,192.168.1.10,192.168.1.30,TCP,74,53584 → 44818 0x0002
s1-eth1,90,2024-09-04 23:59:59.708,192.168.1.30,192.168.1.10,TCP,74,44818 → 53584 0x0012
s1-eth1,91,2024-09-04 23:59:59.708,192.168.1.10,192.168.1.30,TCP,66,53584 → 44818 0x0010
s1-eth1,92,2024-09-04 23:59:59.739,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth1,93,2024-09-04 23:59:59.739,192.168.1.30,192.168.1.10,TCP,66,44818 → 53584 0x0010
s1-eth1,94,2024-09-04 23:59:59.742,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,95,2024-09-04 23:59:59.742,192.168.1.10,192.168.1.30,TCP,66,53584 → 44818 0x0010
s1-eth1,96,2024-09-04 23:59:59.744,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth1,97,2024-09-04 23:59:59.756,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,98,2024-09-04 23:59:59.761,192.168.1.10,192.168.1.30,TCP,66,53584 → 44818 0x0011
s1-eth1,99,2024-09-04 23:59:59.761,192.168.1.30,192.168.1.10,TCP,66,44818 → 53584 0x0011
s1-eth1,100,2024-09-04 23:59:59.761,192.168.1.10,192.168.1.30,TCP,66,53584 → 44818 0x0010
s1-eth1,101,2024-09-04 23:59:59.851,192.168.1.10,192.168.1.30,TCP,74,53594 → 44818 0x0002
s1-eth1,102,2024-09-04 23:59:59.851,192.168.1.30,192.168.1.10,TCP,74,44818 → 53594 0x0012
s1-eth1,103,2024-09-04 23:59:59.851,192.168.1.10,192.168.1.30,TCP,66,53594 → 44818 0x0010
s1-eth1,104,2024-09-04 23:59:59.878,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth1,105,2024-09-04 23:59:59.879,192.168.1.30,192.168.1.10,TCP,66,44818 → 53594 0x0010
s1-eth1,106,2024-09-04 23:59:59.882,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,107,2024-09-04 23:59:59.882,192.168.1.10,192.168.1.30,TCP,66,53594 → 44818 0x0010
s1-eth1,108,2024-09-04 23:59:59.884,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth1,109,2024-09-04 23:59:59.897,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,110,2024-09-04 23:59:59.901,192.168.1.10,192.168.1.30,TCP,66,53594 → 44818 0x0011
s1-eth1,111,2024-09-04 23:59:59.901,192.168.1.30,192.168.1.10,TCP,66,44818 → 53594 0x0011
s1-eth1,112,2024-09-04 23:59:59.902,192.168.1.10,192.168.1.30,TCP,66,53594 → 44818 0x0010
s1-eth2,87,2024-09-04 23:59:59.621,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,88,2024-09-04 23:59:59.624,fe80::3090:52ff:fe78:9f28,ff02::fb,MDNS,215,MDNS
s1-eth2,89,2024-09-04 23:59:59.625,192.168.1.10,192.168.1.20,TCP,66,50922 → 44818 0x0011
s1-eth2,90,2024-09-04 23:59:59.625,192.168.1.20,192.168.1.10,TCP,66,44818 → 50922 0x0011
s1-eth2,91,2024-09-04 23:59:59.625,192.168.1.10,192.168.1.20,TCP,66,50922 → 44818 0x0010
s1-eth2,92,2024-09-04 23:59:59.708,192.168.1.10,192.168.1.30,TCP,74,53584 → 44818 0x0002
s1-eth3,90,2024-09-04 23:59:59.708,192.168.1.10,192.168.1.30,TCP,74,53584 → 44818 0x0002
s1-eth3,91,2024-09-04 23:59:59.708,192.168.1.30,192.168.1.10,TCP,74,44818 → 53584 0x0012
s1-eth2,93,2024-09-04 23:59:59.708,192.168.1.30,192.168.1.10,TCP,74,44818 → 53584 0x0012
s1-eth2,94,2024-09-04 23:59:59.708,192.168.1.10,192.168.1.30,TCP,66,53584 → 44818 0x0010
s1-eth3,92,2024-09-04 23:59:59.708,192.168.1.10,192.168.1.30,TCP,66,53584 → 44818 0x0010
s1-eth3,93,2024-09-04 23:59:59.739,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth3,94,2024-09-04 23:59:59.739,192.168.1.30,192.168.1.10,TCP,66,44818 → 53584 0x0010
s1-eth2,95,2024-09-04 23:59:59.739,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth2,96,2024-09-04 23:59:59.739,192.168.1.30,192.168.1.10,TCP,66,44818 → 53584 0x0010
s1-eth3,95,2024-09-04 23:59:59.742,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,97,2024-09-04 23:59:59.742,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,98,2024-09-04 23:59:59.742,192.168.1.10,192.168.1.30,TCP,66,53584 → 44818 0x0010
s1-eth3,96,2024-09-04 23:59:59.742,192.168.1.10,192.168.1.30,TCP,66,53584 → 44818 0x0010
s1-eth2,99,2024-09-04 23:59:59.744,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,97,2024-09-04 23:59:59.744,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,98,2024-09-04 23:59:59.756,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,100,2024-09-04 23:59:59.756,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,101,2024-09-04 23:59:59.761,192.168.1.10,192.168.1.30,TCP,66,53584 → 44818 0x0011
s1-eth3,99,2024-09-04 23:59:59.761,192.168.1.10,192.168.1.30,TCP,66,53584 → 44818 0x0011
s1-eth3,100,2024-09-04 23:59:59.761,192.168.1.30,192.168.1.10,TCP,66,44818 → 53584 0x0011
s1-eth2,102,2024-09-04 23:59:59.761,192.168.1.30,192.168.1.10,TCP,66,44818 → 53584 0x0011
s1-eth2,103,2024-09-04 23:59:59.761,192.168.1.10,192.168.1.30,TCP,66,53584 → 44818 0x0010
s1-eth3,101,2024-09-04 23:59:59.761,192.168.1.10,192.168.1.30,TCP,66,53584 → 44818 0x0010
s1-eth3,102,2024-09-04 23:59:59.851,192.168.1.10,192.168.1.30,TCP,74,53594 → 44818 0x0002
s1-eth2,104,2024-09-04 23:59:59.851,192.168.1.10,192.168.1.30,TCP,74,53594 → 44818 0x0002
s1-eth2,105,2024-09-04 23:59:59.851,192.168.1.30,192.168.1.10,TCP,74,44818 → 53594 0x0012
s1-eth3,103,2024-09-04 23:59:59.851,192.168.1.30,192.168.1.10,TCP,74,44818 → 53594 0x0012
s1-eth2,106,2024-09-04 23:59:59.851,192.168.1.10,192.168.1.30,TCP,66,53594 → 44818 0x0010
s1-eth3,104,2024-09-04 23:59:59.851,192.168.1.10,192.168.1.30,TCP,66,53594 → 44818 0x0010
s1-eth2,107,2024-09-04 23:59:59.878,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth3,105,2024-09-04 23:59:59.878,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth2,108,2024-09-04 23:59:59.879,192.168.1.30,192.168.1.10,TCP,66,44818 → 53594 0x0010
s1-eth3,106,2024-09-04 23:59:59.879,192.168.1.30,192.168.1.10,TCP,66,44818 → 53594 0x0010
s1-eth2,109,2024-09-04 23:59:59.882,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,107,2024-09-04 23:59:59.882,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,110,2024-09-04 23:59:59.882,192.168.1.10,192.168.1.30,TCP,66,53594 → 44818 0x0010
s1-eth3,108,2024-09-04 23:59:59.882,192.168.1.10,192.168.1.30,TCP,66,53594 → 44818 0x0010
s1-eth2,111,2024-09-04 23:59:59.884,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,109,2024-09-04 23:59:59.884,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,110,2024-09-04 23:59:59.897,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,112,2024-09-04 23:59:59.897,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,113,2024-09-04 23:59:59.901,192.168.1.10,192.168.1.30,TCP,66,53594 → 44818 0x0011
s1-eth3,111,2024-09-04 23:59:59.901,192.168.1.10,192.168.1.30,TCP,66,53594 → 44818 0x0011
s1-eth2,114,2024-09-04 23:59:59.901,192.168.1.30,192.168.1.10,TCP,66,44818 → 53594 0x0011
s1-eth3,112,2024-09-04 23:59:59.901,192.168.1.30,192.168.1.10,TCP,66,44818 → 53594 0x0011
s1-eth2,115,2024-09-04 23:59:59.902,192.168.1.10,192.168.1.30,TCP,66,53594 → 44818 0x0010
s1-eth3,113,2024-09-04 23:59:59.902,192.168.1.10,192.168.1.30,TCP,66,53594 → 44818 0x0010
s1-eth3,114,2024-09-05 00:00:00.326,fe80::c0b6:2dff:fe99:4c43,ff02::fb,MDNS,215,MDNS
s1-eth1,113,2024-09-05 00:00:00.935,fe80::2487:c1ff:fe40:6641,ff02::fb,MDNS,203,MDNS
s1-eth2,116,2024-09-05 00:00:00.935,fe80::3090:52ff:fe78:9f28,ff02::fb,MDNS,203,MDNS
s1-eth1,114,2024-09-05 00:00:01.252,192.168.1.10,192.168.1.20,TCP,74,50924 → 44818 0x0002
s1-eth1,115,2024-09-05 00:00:01.252,192.168.1.20,192.168.1.10,TCP,74,44818 → 50924 0x0012
s1-eth1,116,2024-09-05 00:00:01.252,192.168.1.10,192.168.1.20,TCP,66,50924 → 44818 0x0010
s1-eth1,117,2024-09-05 00:00:01.279,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth1,118,2024-09-05 00:00:01.279,192.168.1.20,192.168.1.10,TCP,66,44818 → 50924 0x0010
s1-eth1,119,2024-09-05 00:00:01.283,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,120,2024-09-05 00:00:01.283,192.168.1.10,192.168.1.20,TCP,66,50924 → 44818 0x0010
s1-eth1,121,2024-09-05 00:00:01.284,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth1,122,2024-09-05 00:00:01.297,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,123,2024-09-05 00:00:01.302,192.168.1.10,192.168.1.20,TCP,66,50924 → 44818 0x0011
s1-eth1,124,2024-09-05 00:00:01.302,192.168.1.20,192.168.1.10,TCP,66,44818 → 50924 0x0011
s1-eth1,125,2024-09-05 00:00:01.302,192.168.1.10,192.168.1.20,TCP,66,50924 → 44818 0x0010
s1-eth2,117,2024-09-05 00:00:01.252,192.168.1.10,192.168.1.20,TCP,74,50924 → 44818 0x0002
s1-eth2,118,2024-09-05 00:00:01.252,192.168.1.20,192.168.1.10,TCP,74,44818 → 50924 0x0012
s1-eth2,119,2024-09-05 00:00:01.252,192.168.1.10,192.168.1.20,TCP,66,50924 → 44818 0x0010
s1-eth2,120,2024-09-05 00:00:01.279,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,121,2024-09-05 00:00:01.279,192.168.1.20,192.168.1.10,TCP,66,44818 → 50924 0x0010
s1-eth3,115,2024-09-05 00:00:01.252,192.168.1.10,192.168.1.20,TCP,74,50924 → 44818 0x0002
s1-eth3,116,2024-09-05 00:00:01.252,192.168.1.20,192.168.1.10,TCP,74,44818 → 50924 0x0012
s1-eth3,117,2024-09-05 00:00:01.252,192.168.1.10,192.168.1.20,TCP,66,50924 → 44818 0x0010
s1-eth3,118,2024-09-05 00:00:01.279,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,122,2024-09-05 00:00:01.283,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,123,2024-09-05 00:00:01.283,192.168.1.10,192.168.1.20,TCP,66,50924 → 44818 0x0010
s1-eth2,124,2024-09-05 00:00:01.284,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,125,2024-09-05 00:00:01.297,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,126,2024-09-05 00:00:01.302,192.168.1.10,192.168.1.20,TCP,66,50924 → 44818 0x0011
s1-eth3,119,2024-09-05 00:00:01.279,192.168.1.20,192.168.1.10,TCP,66,44818 → 50924 0x0010
s1-eth3,120,2024-09-05 00:00:01.283,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,121,2024-09-05 00:00:01.283,192.168.1.10,192.168.1.20,TCP,66,50924 → 44818 0x0010
s1-eth3,122,2024-09-05 00:00:01.284,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,127,2024-09-05 00:00:01.302,192.168.1.20,192.168.1.10,TCP,66,44818 → 50924 0x0011
s1-eth2,128,2024-09-05 00:00:01.302,192.168.1.10,192.168.1.20,TCP,66,50924 → 44818 0x0010
s1-eth2,129,2024-09-05 00:00:01.544,fe80::3090:52ff:fe78:9f28,ff02::2,ICMPV6,70,ICMPV6
s1-eth2,130,2024-09-05 00:00:01.554,192.168.1.10,192.168.1.30,TCP,74,53608 → 44818 0x0002
s1-eth2,131,2024-09-05 00:00:01.554,192.168.1.30,192.168.1.10,TCP,74,44818 → 53608 0x0012
s1-eth3,123,2024-09-05 00:00:01.297,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,132,2024-09-05 00:00:01.554,192.168.1.10,192.168.1.30,TCP,66,53608 → 44818 0x0010
s1-eth3,124,2024-09-05 00:00:01.302,192.168.1.10,192.168.1.20,TCP,66,50924 → 44818 0x0011
s1-eth3,125,2024-09-05 00:00:01.302,192.168.1.20,192.168.1.10,TCP,66,44818 → 50924 0x0011
s1-eth3,126,2024-09-05 00:00:01.302,192.168.1.10,192.168.1.20,TCP,66,50924 → 44818 0x0010
s1-eth3,127,2024-09-05 00:00:01.554,192.168.1.10,192.168.1.30,TCP,74,53608 → 44818 0x0002
s1-eth3,128,2024-09-05 00:00:01.554,192.168.1.30,192.168.1.10,TCP,74,44818 → 53608 0x0012
s1-eth2,133,2024-09-05 00:00:01.581,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth2,134,2024-09-05 00:00:01.581,192.168.1.30,192.168.1.10,TCP,66,44818 → 53608 0x0010
s1-eth2,135,2024-09-05 00:00:01.585,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,136,2024-09-05 00:00:01.585,192.168.1.10,192.168.1.30,TCP,66,53608 → 44818 0x0010
s1-eth2,137,2024-09-05 00:00:01.586,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,129,2024-09-05 00:00:01.554,192.168.1.10,192.168.1.30,TCP,66,53608 → 44818 0x0010
s1-eth3,130,2024-09-05 00:00:01.581,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth3,131,2024-09-05 00:00:01.581,192.168.1.30,192.168.1.10,TCP,66,44818 → 53608 0x0010
s1-eth3,132,2024-09-05 00:00:01.585,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,133,2024-09-05 00:00:01.585,192.168.1.10,192.168.1.30,TCP,66,53608 → 44818 0x0010
s1-eth2,138,2024-09-05 00:00:01.601,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,139,2024-09-05 00:00:01.605,192.168.1.10,192.168.1.30,TCP,66,53608 → 44818 0x0011
s1-eth2,140,2024-09-05 00:00:01.605,192.168.1.30,192.168.1.10,TCP,66,44818 → 53608 0x0011
s1-eth2,141,2024-09-05 00:00:01.605,192.168.1.10,192.168.1.30,TCP,66,53608 → 44818 0x0010
